,Assembly District Number,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_change,pct_change_deep
64,68,0.19467770765695108,0.18367927625579106,0.061472658957428955,0.05693466603436326,0.05649558716060482,0.07382132154407618
65,69,0.3180892230063755,0.2881848556135147,0.06185435205073131,0.055572602366097304,0.09401251356529426,0.10155711726608792
66,7,0.227550424421774,0.20940152636087533,0.0809010201697687,0.07267736157620124,0.07975769813225639,0.10165086393608304
67,70,0.26764007471437073,0.24577963974474554,0.07965604677700981,0.06656335499735828,0.08167848179296379,0.16436532202386822
68,71,0.21198777741720035,0.20353240185264027,0.07575599691557426,0.06634095607273607,0.03988614658627024,0.12428112923298619
69,72,0.2213959789777333,0.20271607381388215,0.06434548976477439,0.06320189976747638,0.08437328107810786,0.017772651999053726
70,73,0.10871521598446854,0.10058040770101925,0.0456969948228442,0.036169309173272934,0.0748267683579036,0.20849698511921225
71,74,0.18057876722326016,0.152445921882298,0.09055256743344231,0.0878139960882765,0.1557926536633173,0.030242890100037247
72,75,0.2177598619020295,0.1914397581356774,0.06069270790639812,0.05605649287088515,0.12086756272004599,0.07638833717327402
73,76,0.22256951820269272,0.19569791318949212,0.05520825957508505,0.04289948310219606,0.1207335363359541,0.22295172076831457
74,77,0.14265869147425006,0.13380845611787315,0.06991639510161639,0.06396169308042968,0.062037827943868265,0.0851688936841231
75,78,0.16631787407625648,0.16036156984002115,0.055483839614131114,0.055483839614131114,0.035812772796172086,0.0
76,79,0.19936745859252042,0.19006820055459792,0.04933822978340703,0.038857828074645884,0.04664381089859255,0.2124194920403451
77,8,0.18728876412366252,0.1697170798172651,0.07201769368472676,0.06542725513549294,0.09382134795227345,0.09151138021837946
78,80,0.34396910967059136,0.31505490144198967,0.10723558010318825,0.09726815716364598,0.08406047931540114,0.09294884151277999
79,9,0.13586357162854673,0.12246418268352952,0.046900295789563375,0.04617968911664821,0.09862385321100911,0.015364650921359899
