,Assembly District Number,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_change,pct_change_deep,child_child,child_poverty_base,child_poverty_reform,child_deep_poverty_base,child_deep_poverty_reform,child_pct_change,child_pct_change_deep
45,3,0.1623669760075781,0.15000320688345198,0.05968750154177089,0.05522746671008293,0.0761470677605591,0.07472309472640107,1,0.13785642684875493,0.10925295512966841,0.054924223627142534,0.04892960290600157,0.20748740100791938,0.10914347668955551
46,30,0.18153289907170322,0.16529187552649358,0.04605411311375597,0.04060985679374797,0.08946600659307846,0.1182143342237514,0,0.1588451476624172,0.14872144210568497,0.047847889678228166,0.04410981801945171,0.06373317476620344,0.07812406532272534
47,30,0.18153289907170322,0.16529187552649358,0.04605411311375597,0.04060985679374797,0.08946600659307846,0.1182143342237514,1,0.2424084171722602,0.209753475155518,0.04124107211427694,0.031218800399354887,0.1347104296033456,0.24301675977653636
48,31,0.2637702833793874,0.22859221588570758,0.08109860955964489,0.06441626491857252,0.1333663028411822,0.2057044471126616,0,0.24189057810343503,0.22116171690600886,0.07868755182215299,0.07089932793455772,0.08569519887857016,0.09897656881228124
49,31,0.2637702833793874,0.22859221588570758,0.08109860955964489,0.06441626491857252,0.1333663028411822,0.2057044471126616,1,0.31328876764891034,0.24540903504301687,0.08655535237866843,0.04974369735303816,0.2166682614103914,0.4252961141511395
50,32,0.18668789927317567,0.15993853284341367,0.07421601492065656,0.05769981473105021,0.1432838793189286,0.22254226675015656,0,0.1733624551472063,0.1581626512737079,0.07137221689808108,0.06217655842563908,0.08767644563289019,0.1288408693479891
51,32,0.18668789927317567,0.15993853284341367,0.07421601492065656,0.05769981473105021,0.1432838793189286,0.22254226675015656,1,0.21706001280110537,0.16398622357232118,0.08069776183848257,0.04749616474819413,0.2445120524221858,0.41143144907465695
52,33,0.23640241734802703,0.2081381738097509,0.08384937528721181,0.07458229648062567,0.11955987529800118,0.11052054681198681,0,0.22361579352142516,0.21088501182627706,0.08437770565387945,0.08010912098595842,0.056931496182215484,0.05058901086302259
53,33,0.23640241734802703,0.2081381738097509,0.08384937528721181,0.07458229648062567,0.11955987529800118,0.11052054681198681,1,0.2688029709705293,0.20117784763970853,0.08251061717500413,0.06057764785909952,0.25157877938125534,0.26581996434937605
54,34,0.2044649002948519,0.17592928250745934,0.06182643804514214,0.05987885974941257,0.13956242732245147,0.03150073588757537,0,0.19014723877945763,0.17030002472331698,0.06328130356285852,0.061916327153889145,0.1043781344580052,0.021569979316458283
55,34,0.2044649002948519,0.17592928250745934,0.06182643804514214,0.05987885974941257,0.13956242732245147,0.03150073588757537,1,0.2389167733162694,0.1894746840505519,0.0583256678931371,0.054976203807390815,0.20694272980268258,0.05742693065912404
56,35,0.1757425557803274,0.15812823938948317,0.07098975090136829,0.06727728303088663,0.10022795169123164,0.05229582895198045,0,0.17760721567322066,0.16683363686702024,0.07848452938408801,0.07691938379994302,0.06065957830239688,0.019942090453081124
57,35,0.1757425557803274,0.15812823938948317,0.07098975090136829,0.06727728303088663,0.10022795169123164,0.05229582895198045,1,0.1692302533032261,0.12772474233718617,0.044814326276017794,0.03360236088443739,0.2452605852434111,0.25018707907208776
58,36,0.29933302132246764,0.2776667502145999,0.10941599994676592,0.09982721104429741,0.07238182747812154,0.08763607614182323,0,0.2692236180748802,0.25600089246425495,0.09251569559531704,0.08791702561496365,0.049114285385421036,0.04970691676436113
59,36,0.29933302132246764,0.2776667502145999,0.10941599994676592,0.09982721104429741,0.07238182747812154,0.08763607614182323,1,0.375160960534428,0.3322303472065055,0.15197796108852243,0.12982198740410655,0.11443251788983196,0.14578412241963631
60,37,0.20324939214006932,0.1880227164297498,0.05734576452397239,0.046297946209425705,0.07491621770669826,0.19265273392472318,0,0.1893574213810363,0.1792863425148254,0.04928713521593556,0.04448563134868657,0.053185551391436055,0.0974190089607107
61,37,0.20324939214006932,0.1880227164297498,0.05734576452397239,0.046297946209425705,0.07491621770669826,0.19265273392472318,1,0.24757603131586872,0.21589882565492322,0.08305931948208371,0.05208069858476363,0.127949404037947,0.37296983758700697
62,38,0.1411502130441644,0.13200686636671938,0.040534752124805555,0.039033942138299964,0.06477742031168,0.037025266168758904,0,0.13955562661191587,0.13459523819541153,0.04275442501146485,0.04123138802522688,0.035544166415435674,0.03562290887620546
63,38,0.1411502130441644,0.13200686636671938,0.040534752124805555,0.039033942138299964,0.06477742031168,0.037025266168758904,1,0.1463551966600747,0.12355800922874094,0.033289386947923535,0.03186112942210503,0.15576616308529603,0.042904290429042924
64,39,0.2506737149511118,0.23546014084246714,0.07291832245901336,0.06840286120917509,0.06069074338971566,0.06192491952041776,0,0.2401138865298999,0.23083311693021058,0.07321444028794483,0.07091705794690754,0.03865153212841625,0.031378814507109734
65,39,0.2506737149511118,0.23546014084246714,0.07291832245901336,0.06840286120917509,0.06069074338971566,0.06192491952041776,1,0.29041175486631393,0.2528722477044028,0.07180399165397448,0.05894160423287876,0.12926304301694602,0.1791319274153997
66,4,0.1805606085490413,0.17397866585726374,0.09146530343254757,0.08429086116175655,0.03645281628517477,0.0784389489953632,0,0.1920013444015279,0.18654638185271336,0.10462858240327778,0.10043799748191459,0.02841106433820964,0.040052008974097594
67,4,0.1805606085490413,0.17397866585726374,0.09146530343254757,0.08429086116175655,0.03645281628517477,0.0784389489953632,1,0.14014605418138987,0.12958303886925795,0.0449658421672556,0.027250883392226147,0.07537147851812004,0.39396479463537304
68,40,0.2066134474888338,0.18196153804151968,0.07425713380873858,0.06126175317513186,0.1193141576549436,0.17500514721021215,0,0.18402874483146997,0.16936557537101707,0.06523595429963548,0.05826092545380535,0.07967869081474828,0.10692000938306354
69,40,0.2066134474888338,0.18196153804151968,0.07425713380873858,0.06126175317513186,0.1193141576549436,0.17500514721021215,1,0.2628929666407358,0.21334980704403667,0.0967372900745893,0.06873960859683644,0.1884537278793153,0.28941974140649634
70,41,0.1709496952606204,0.1637254010127657,0.05871728979047273,0.05366483216592377,0.04225976675092017,0.08604718716715622,0,0.16842204706098937,0.1643501136071856,0.05796631026146609,0.0558128606240886,0.02417696213090935,0.037150020894275
71,41,0.1709496952606204,0.1637254010127657,0.05871728979047273,0.05366483216592377,0.04225976675092017,0.08604718716715622,1,0.18003622494296312,0.16147964959334019,0.06141695257667323,0.04594298054650899,0.10307134220072545,0.2519495250248122
72,42,0.14229971258351257,0.13236385785256105,0.04807088337742924,0.04227814048511842,0.06982343499197428,0.12050419058932231,0,0.14547344032164639,0.13762819857576067,0.0490306313673379,0.04641555078537599,0.05392903150251784,0.053335649756775565
73,42,0.14229971258351257,0.13236385785256105,0.04807088337742924,0.04227814048511842,0.06982343499197428,0.12050419058932231,1,0.1330349372124829,0.11699614571677235,0.04526917816735049,0.03020017406440383,0.12056074766355147,0.3328755836308706
74,43,0.24207742662678286,0.23596479819655786,0.07026735782100589,0.060343884378219144,0.02525071633237825,0.1412245137787179,0,0.2369332923455272,0.23299846295727022,0.06874146941284967,0.06335075315093759,0.016607330060305323,0.07842014882655979
75,43,0.24207742662678286,0.23596479819655786,0.07026735782100589,0.060343884378219144,0.02525071633237825,0.1412245137787179,1,0.26896968450284126,0.2514720629451544,0.07824432387956082,0.044624720372322645,0.0650542517088093,0.4296746631613539
76,44,0.2207309216837474,0.21011958848732237,0.06114175919700452,0.06023310049540185,0.04807361431502751,0.014861507315726512,0,0.20086764831618978,0.19211309911041885,0.06318516893863638,0.06271677267539767,0.043583669541399805,0.007413072895216875
77,44,0.2207309216837474,0.21011958848732237,0.06114175919700452,0.06023310049540185,0.04807361431502751,0.014861507315726512,1,0.28252723613906044,0.26613929174473205,0.054784539587814866,0.05250618740314112,0.058004830324614134,0.04158750263880095
78,45,0.2101489133473798,0.19834768132653305,0.06482637131302868,0.05856941584084235,0.05615652173913039,0.09651867512332628,0,0.20978205025745242,0.20204591900809463,0.0646656543629908,0.06127938439758417,0.03687699324066916,0.05236581920903962
79,45,0.2101489133473798,0.19834768132653305,0.06482637131302868,0.05856941584084235,0.05615652173913039,0.09651867512332628,1,0.21161905459070696,0.1835276247643797,0.06547041707080505,0.0477096791903812,0.1327452760842306,0.27127882599580716
80,46,0.3485148263301141,0.3136379371123511,0.0894851673182397,0.07680728152718981,0.10007289958082737,0.1416758349008056,0,0.32488660972465044,0.29962989080318286,0.08705285426376644,0.08041008265911148,0.07774010428707198,0.07630733835018944
81,46,0.3485148263301141,0.3136379371123511,0.0894851673182397,0.07680728152718981,0.10007289958082737,0.1416758349008056,1,0.4237968625365594,0.3582690773730391,0.09723477798457857,0.06532837011433129,0.15462074157726327,0.3281378178835111
82,47,0.23139725797559982,0.2151704177752211,0.06086263512379857,0.045226025263056975,0.07012546450351534,0.25691641232647433,0,0.2137351925586928,0.20414856179886662,0.05158441687180928,0.04296842731343037,0.04485284171063054,0.1670269837456963
83,47,0.23139725797559982,0.2151704177752211,0.06086263512379857,0.045226025263056975,0.07012546450351534,0.25691641232647433,1,0.2780493126772856,0.24428322059786167,0.08536984507964215,0.051189177394719614,0.12143922153339082,0.40038338658146966
84,48,0.27843553503922797,0.2616377918352615,0.07487034820767083,0.06528656370509679,0.06032902086869013,0.1280050745321915,0,0.26050022720738936,0.24976738291091308,0.0715131393878693,0.06338622474056625,0.041200901863059226,0.11364225814818031
85,48,0.27843553503922797,0.2616377918352615,0.07487034820767083,0.06528656370509679,0.06032902086869013,0.1280050745321915,1,0.3378603984226968,0.3009678906129974,0.08599375224048753,0.07158293644697086,0.10919453117894926,0.16757979990471647
86,49,0.30616071756454044,0.2793254930042966,0.09318653372994014,0.09028313319378649,0.08765077627761576,0.031156868057437025,0,0.29715657407327456,0.2806152553154133,0.10190741812090388,0.09991566719338693,0.055665330001356095,0.019544709936168938
87,49,0.30616071756454044,0.2793254930042966,0.09318653372994014,0.09028313319378649,0.08765077627761576,0.031156868057437025,1,0.34160406965546153,0.2742485526211436,0.058858185196514964,0.05236622367243352,0.19717422307717827,0.11029836381135713
88,5,0.15746335343445045,0.13286266340787908,0.05492694358470579,0.05135253493037596,0.15623120865905,0.06507568819695092,0,0.1472277420611728,0.13172024157412818,0.05637249172024157,0.05541398792129359,0.10533001640819364,0.017003041194359966
89,5,0.15746335343445045,0.13286266340787908,0.05492694358470579,0.05135253493037596,0.15623120865905,0.06507568819695092,1,0.18977222413538644,0.13646873616372313,0.05036404781817287,0.03853249372755448,0.2808813998703824,0.23492063492063492
90,50,0.1378509114720855,0.13487577039255289,0.05467370128023684,0.05317719394312622,0.02158230981399841,0.027371611982881572,0,0.14320405838307318,0.14137934392070184,0.05759242850605155,0.05697315508125529,0.012742058311575221,0.010752688172043081
91,50,0.1378509114720855,0.13487577039255289,0.05467370128023684,0.05317719394312622,0.02158230981399841,0.027371611982881572,1,0.1108821913507574,0.10211129424691939,0.03996939015775842,0.0340534494937603,0.07910104406299773,0.14801178203240056
92,51,0.3224621904280549,0.30565685626530853,0.08363205163096303,0.07796353174448895,0.05211567328386006,0.06777927571939935,0,0.31031390999190156,0.29943648528787936,0.08551540627048707,0.0815409162778142,0.03505297169664767,0.04647688838782424
93,51,0.3224621904280549,0.30565685626530853,0.08363205163096303,0.07796353174448895,0.05211567328386006,0.06777927571939935,1,0.3731059844861541,0.33158836059643904,0.07578071620915558,0.06305011856436639,0.11127568470093996,0.1679925749138159
94,52,0.22710420294418135,0.19834992192971748,0.060995487130719,0.051419294176106856,0.1266127206880941,0.15699838471802793,0,0.20808101324589784,0.18702975611879236,0.05660771540905596,0.051547289160996414,0.10116856314145468,0.08939463837203349
95,52,0.22710420294418135,0.19834992192971748,0.060995487130719,0.051419294176106856,0.1266127206880941,0.15699838471802793,1,0.2807316035729477,0.23026208160193698,0.07336485292674148,0.051058469391093805,0.1797785547785548,0.30404727394358344
96,53,0.4109222006119456,0.3801096143402925,0.12223601771245254,0.10948037252608185,0.07498399021947949,0.10435259120087677,0,0.38401394636675007,0.3683581043271862,0.12604920583189339,0.11777239381883252,0.040768941304574056,0.06566334122008914
97,53,0.4109222006119456,0.3801096143402925,0.12223601771245254,0.10948037252608185,0.07498399021947949,0.10435259120087677,1,0.5052659947178354,0.4213119172101547,0.10886649059451302,0.08040748126987549,0.16615817883126024,0.26141202099217753
98,54,0.25420461227463015,0.24364078905411216,0.11003519324102543,0.10328031431104039,0.041556379036527306,0.061388349772684876,0,0.24341991011204736,0.23661926825371465,0.11580541411671541,0.11191883687490015,0.027937903087723343,0.033561274068742125
99,54,0.25420461227463015,0.24364078905411216,0.11003519324102543,0.10328031431104039,0.041556379036527306,0.061388349772684876,1,0.3117986385472892,0.2811381299501048,0.07922022517760095,0.057147626731957044,0.0983343248066628,0.27862327323811753
100,55,0.15891741604761284,0.137343933272514,0.05430991789391372,0.05323602241626482,0.13575279105114096,0.0197734689959685,0,0.1580452556838557,0.1429032489421215,0.05753110880011475,0.05699544574338378,0.09580804356458099,0.009310841871518117
101,55,0.15891741604761284,0.137343933272514,0.05430991789391372,0.05323602241626482,0.13575279105114096,0.0197734689959685,1,0.1619270063960278,0.11816023325779781,0.0431944562602959,0.040263265763849684,0.27028705163108374,0.06786034019695604
102,56,0.2471000894945004,0.23263373653973846,0.07358180086030197,0.05677126937844626,0.05854450714427573,0.22846045197740114,0,0.2313131577667451,0.22322821536400947,0.06637808797285315,0.0609045707423107,0.034952367088812324,0.08245970014654493
103,56,0.2471000894945004,0.23263373653973846,0.07358180086030197,0.05677126937844626,0.05854450714427573,0.22846045197740114,1,0.30044372526958524,0.2644147503887337,0.09792296120248284,0.04280495050756609,0.11991921232012118,0.5628711593080299
104,57,0.2174373758084671,0.19562249871036347,0.053796000916247186,0.04979393749778853,0.10032717244214524,0.07439332571745076,0,0.20588587667550043,0.19447066885833544,0.05862634123899573,0.05519027742501282,0.055444346166379596,0.05860955572812362
105,57,0.2174373758084671,0.19562249871036347,0.053796000916247186,0.04979393749778853,0.10032717244214524,0.07439332571745076,1,0.2577339407364066,0.19964057341079117,0.036945709867513686,0.03096919797718059,0.22540053188039183,0.16176470588235292
106,58,0.2483839790679813,0.23489172016654478,0.0658755911935587,0.05472238248707367,0.05432016570498599,0.16930715162334029,0,0.22902702236862266,0.22065794009499004,0.06300750727746285,0.055215355446606405,0.03654189879900916,0.12367021276595745
107,58,0.2483839790679813,0.23489172016654478,0.0658755911935587,0.05472238248707367,0.05432016570498599,0.16930715162334029,1,0.31229942297051616,0.28189075962374516,0.0753458224646273,0.05309461702632203,0.09737021944367105,0.29532102391942927
108,59,0.4455050533475915,0.418594067844307,0.12222749310541677,0.1091346192501588,0.06040556734670304,0.10711889381520603,0,0.40752694499644654,0.39100913029111006,0.11559980625857239,0.1081240126203528,0.040531834540365186,0.06466960352422918
109,59,0.4455050533475915,0.418594067844307,0.12222749310541677,0.1091346192501588,0.06040556734670304,0.10711889381520603,1,0.538705502696638,0.48628908181005226,0.1384922155755142,0.11161470570265332,0.09730069699344254,0.19407235100665754
110,6,0.09238248328075052,0.0866144399083991,0.03375113003108074,0.03375113003108074,0.06243654822335025,0.0,0,0.09269358095578235,0.08850739707963022,0.03724639074712565,0.03724639074712565,0.04516152934202714,0.0
111,6,0.09238248328075052,0.0866144399083991,0.03375113003108074,0.03375113003108074,0.06243654822335025,0.0,1,0.09140463931435726,0.0806644862536835,0.022764806839156763,0.022764806839156763,0.11750118091639103,0.0
112,60,0.1750214320444251,0.1573208025181053,0.04623243851882181,0.042470634900325,0.10113406866552735,0.081367190202726,0,0.16348064151322367,0.15259299365560364,0.04806982765772571,0.04571196527829326,0.06659900375262075,0.04905077663729674
113,60,0.1750214320444251,0.1573208025181053,0.04623243851882181,0.042470634900325,0.10113406866552735,0.081367190202726,1,0.2066391530593935,0.1702733417070399,0.041198636282074284,0.03359052574914768,0.17598703253444486,0.18466898954703825
114,61,0.2181180768324299,0.18806269149186897,0.06955868489276455,0.059173933537591324,0.13779410572949027,0.14929482021091867,0,0.1953846216274342,0.1786176588742762,0.06604121945974022,0.060181709727029624,0.08581516095534786,0.08872503840245778
115,61,0.2181180768324299,0.18806269149186897,0.06955868489276455,0.059173933537591324,0.13779410572949027,0.14929482021091867,1,0.2783566121522962,0.21308990032579594,0.07887917594056106,0.05650355364880703,0.23447156983930784,0.28366957470010906
116,62,0.1903735946986849,0.17822799355350735,0.05202231927666847,0.0455490473895113,0.06379876980524046,0.12443258926482297,0,0.17201516011723006,0.16472664221816452,0.05154746743183318,0.04733700572340458,0.04237136944266041,0.08168125260463184
117,62,0.1903735946986849,0.17822799355350735,0.05202231927666847,0.0455490473895113,0.06379876980524046,0.12443258926482297,1,0.2608260413845085,0.2300408663188515,0.05384461377206722,0.038687566981898694,0.11802952995891089,0.281496062992126
118,63,0.32658419520869075,0.28659178943615177,0.0774865885479976,0.06974881166547428,0.12245664780864063,0.09985956315176142,0,0.29961258622318815,0.27625437021638477,0.07171249488172855,0.0667044631326971,0.07796139775450994,0.06983485593815872
119,63,0.32658419520869075,0.28659178943615177,0.0774865885479976,0.06974881166547428,0.12245664780864063,0.09985956315176142,1,0.40142636146726446,0.31527657603328174,0.09350883172955068,0.07819642186038787,0.21460918789462227,0.16375362183381637
