,st,lower_leg_district,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_chg,pct_chg_deep,child_poverty_base,child_poverty_reform,child_deep_poverty_base,child_deep_poverty_reform,child_pct_chg,child_pct_chg_deep
3612,42.0,069,0.11858487701184334,0.11239750986942,0.0452297803421399,0.041152950703512506,0.05217669654289383,0.09013595926816985,0.10631864581987337,0.08746608088900375,0.035689365551104794,0.022470603437136583,0.17732134175984443,0.37038377986965965
3613,42.0,070,0.11265289429953027,0.10095415835054158,0.028616110386300204,0.026602960108520028,0.10384762878691046,0.07035024154589366,0.11473514385587524,0.08531863404140898,0.01696692659317021,0.012194138209196024,0.2563862198265761,0.28129952456418383
3614,42.0,071,0.13245461172675158,0.1186448597833689,0.051414363115115325,0.0435100995229979,0.10426025763354789,0.1537364874951383,0.17377038430511446,0.1324347539829916,0.06090857862100904,0.033169344268626645,0.2378750008951109,0.45542409592225114
3615,42.0,072,0.13266673348490524,0.11874040586804802,0.051508949248031066,0.043546149423165176,0.10497226585021596,0.15459060883813833,0.17477666841828687,0.13310562270099843,0.06128481345244351,0.0333289542827115,0.2384245339747442,0.45616291532690256
3616,42.0,073,0.1427351863141802,0.13071700131216119,0.04549280660112388,0.04184015176241211,0.08419917549668024,0.08029082203562107,0.18400210459877386,0.14557664381370572,0.040242303091582,0.028503993435076667,0.20883163738184873,0.29169080183586177
3617,42.0,074,0.0883081147273791,0.07473873771578507,0.0306319264428159,0.02996371861361724,0.15365945761026384,0.021814097472650888,0.09375672748718362,0.05677935780885398,0.02250087818442669,0.021471268413235017,0.3943969746958626,0.04575864829597128
3618,42.0,075,0.14578729408129204,0.13434753527784163,0.043669098826748756,0.041323002921438326,0.07846883279877272,0.05372439478584728,0.18679319649516418,0.14934966497892854,0.03387603715045124,0.02704423490889246,0.20045447167667588,0.201670644391408
3619,42.0,076,0.1647780996825878,0.15756284485700195,0.08451600654833942,0.08125213214659217,0.04378770503777265,0.038618417209294605,0.1183709337040081,0.09463478257663524,0.041311710747568245,0.029037356284377976,0.20052347636900614,0.2971156178496622
3620,42.0,077,0.22299057089931615,0.2124588550444064,0.14329354633537145,0.139853387001676,0.047229422358243976,0.024007775797829273,0.11967582045865607,0.08201134904527192,0.039390299465683634,0.025114249817062225,0.31472081218274117,0.36242551699964953
3621,42.0,078,0.11890550370814518,0.11276329974104347,0.04475712001959638,0.04151323348683628,0.0516561788609702,0.07247755287515811,0.10763014013039553,0.09053197892820634,0.03419054441902954,0.023912970406837854,0.15886034508061128,0.30059696874763603
