Senate District Number,STATEFIP,PUMA,PUMA Description
9,48,02320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA
9,48,02509,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA
9,48,02502,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA
9,48,02512,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA
9,48,02510,Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA
9,48,02511,Fort Worth City (North)--East of I-35W & West of US-377 PUMA
3,55,41005,Milwaukee City (South) PUMA
3,55,41004,Milwaukee City (South Central) PUMA
41,24,00801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA"
Middlesex & Suffolk,25,00506,Middlesex County (East)--Cambridge City PUMA
9,08,04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA
49,17,03105,Will County (Northwest Central)--Plainfield & Lockport Townships PUMA
49,17,03106,Will County (Northwest)--DuPage & Wheatland Townships PUMA
42,53,10100,Whatcom County--Bellingham City PUMA
17,41,01324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill PUMA
14,41,01323,Washington County (Central)--Beaverton City (West) & Aloha PUMA
4,19,00600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA"
4,19,00200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA"
21,18,01300,"Howard, Cass & Tipton Counties--Kokomo City PUMA"
30,18,02302,Marion County--Washington Township (South & East)--Indianapolis City (North) PUMA
30,18,01802,Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA
32,31,00600,Southeast Nebraska PUMA
6,18,00104,Lake County (South) PUMA
26,20,01304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities PUMA
16,16,00702,Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA
20,32,00411,Clark County (Central)--Henderson City (West) PUMA
20,32,00413,Clark County (Central)--Paradise (South) & Enterprise PUMA
8,46,00400,Jackrabbit Region PUMA
13,32,00101,Washoe County (South Central)--Reno City PUMA
29,34,01301,Essex County (Southeast)--Newark City (North & East) PUMA
29,34,01401,Essex County (Northeast) PUMA
22,34,01903,Union County (Southwest)--Plainfield City & Westfield Town (South) PUMA
22,34,01904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA"
20,17,03522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA"
38,34,00307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA"
38,34,00304,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough PUMA"
24,15,00302,Honolulu County--Koolaupoko PUMA
12,46,00600,Sioux Falls City PUMA
4,34,02103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA
32,34,00703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA"
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA"
16,18,01001,Allen County (Central)--Fort Wayne City (South) PUMA
5,31,00904,Douglas County--Omaha City (Southeast) PUMA
39,31,00902,Douglas County--Omaha City (Southwest) PUMA
39,31,00901,Douglas County--Omaha City (Northwest) PUMA
3,28,00500,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA"
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA"
16,28,00600,"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA"
32,18,02306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA
28,18,02500,Hancock & Shelby Counties PUMA
13,26,02908,Oakland County (Southeast) PUMA
13,26,02903,Oakland County (East Central)--Troy & Rochester Area PUMA
11,26,02907,Oakland County (South Central)--Farmington & Southfield Area PUMA
51,27,01501,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA"
Bristol & Norfolk,25,04200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA"
36,13,01007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA
61,27,01407,Hennepin County--Minneapolis City (Southwest) PUMA
16,08,00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park PUMA
16,08,00801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA"
42,13,02002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA
11,47,02003,Hamilton County (North)--Soddy-Daisy City PUMA
32,47,03100,"Tipton, Fayette & Lauderdale Counties PUMA"
8,47,01400,"Hamblen, Cocke & Grainger Counties PUMA"
8,47,01000,Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA
25,53,11506,Pierce County (East Central)--Puyallup City & South Hill PUMA
8,53,10702,Benton County (East Central)--Kennewick & Richland (South) Cities PUMA
9,53,10703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA"
9,53,10701,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA"
9,53,10600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA"
28,53,11503,Pierce County (West Central)--Lakewood City & Joint Base Lewis-McChord PUMA
41,18,02400,Johnson County--Greenwood City PUMA
9,26,03006,Macomb County (Southwest)--Warren & Center Line Cities PUMA
9,26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA"
Second Middlesex & Norfolk,25,02400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA"
Second Middlesex & Norfolk,25,00504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA"
22,18,01200,Tippecanoe County--Lafayette & West Lafayette Cities PUMA
13,35,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA
37,20,00604,Johnson County (Southeast)--Blue Valley Region PUMA
48,13,04001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA
48,13,01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA
37,13,03002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA
20,15,00308,Honolulu County--Ewa PUMA
49,53,11101,Clark County (Southwest)--Vancouver City (West & Central) PUMA
49,53,11102,Clark County (West Central)--Salmon Creek & Hazel Dell PUMA
19,19,01600,Polk County (East)--Ankeny & Altoona Cities PUMA
3,40,00200,"Cherokee, Sequoyah & Adair Counties PUMA"
18,34,00906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA"
18,34,00904,Middlesex County (North Central)--Metuchen Borough PUMA
17,36,04014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA"
17,36,04015,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA
17,36,04012,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA
23,41,01305,Portland City (Central East) PUMA
23,41,01302,Portland City (East) PUMA
19,18,00900,"Huntington, Whitley, Adams & Wells Counties PUMA"
34,26,00700,Muskegon County PUMA
34,26,00600,"Newaygo, Mason, Oceana & Lake Counties PUMA"
22,26,02701,"Washtenaw County (West, Northeast & Southeast) PUMA"
22,26,02800,Livingston County PUMA
31,36,03801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA"
21,36,04010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA"
13,18,00600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA"
34,53,11612,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island PUMA"
34,53,11605,Seattle City (West)--Duwamish & Beacon Hill PUMA
32,53,11701,"Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities PUMA"
7,54,00900,"Putnam, Boone & Lincoln Counties PUMA"
23,26,01801,Ingham County (South & East) PUMA
23,26,01802,Ingham County (Northwest) PUMA
7,51,51165,Virginia Beach City (Central) PUMA
7,51,51164,Virginia Beach City (North) PUMA
1,51,51175,Newport News City PUMA
1,51,51206,"James City, York Counties, Williamsburg & Poquoson Cities PUMA"
27,53,11501,Pierce County (Central)--Tacoma City (Central) PUMA
36,19,01200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA"
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA
27,08,00808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA
9,32,00408,Clark County (Central)--Spring Valley & Summerlin South PUMA
3,42,03207,Philadelphia City (Central) PUMA
3,42,03204,Philadelphia City (North) PUMA
16,40,00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities PUMA"
20,26,02102,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA
20,26,02101,Kalamazoo County (Outer) PUMA
10,34,01205,Ocean County (Northeast)--Point Pleasant Borough PUMA
1,32,00403,Clark County (Central)--Greater North Las Vegas City PUMA
11,49,35009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA
Plymouth & Norfolk,25,03900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA"
1,48,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA"
1,48,01100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA
1,48,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA"
1,48,01502,East Texas COG (Central)--Smith County (West)--Tyler City PUMA
1,48,01501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA
1,48,01600,East Texas COG (Central)--Gregg County--Longview City PUMA
1,48,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA"
1,48,01000,Ark-Tex COG (West) PUMA
First Suffolk & Middlesex,25,03302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA"
First Suffolk & Middlesex,25,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA"
First Bristol & Plymouth,25,04302,Bristol County (Central)--Fall River City & Somerset Town PUMA
29,26,01003,Kent County (Southeast) PUMA
29,26,01002,Kent County (Central)--Grand Rapids City Area PUMA
10,18,00401,St. Joseph County (North)--South Bend City PUMA
19,26,02000,Calhoun & Barry Counties PUMA
12,26,02906,Oakland County (Central)--Birmingham & Bloomfield Area PUMA
12,26,02904,Oakland County (Central) PUMA
12,26,02902,Oakland County (Northeast) PUMA
Second Essex,25,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA"
17,29,00902,"Kansas City (North Central), Gladstone City & North Kansas City PUMA"
33,27,01401,"Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka PUMA"
63,27,01406,Hennepin County--Minneapolis City (Southeast) PUMA
34,18,02305,Marion County--Center Township--Indianapolis City (Central) PUMA
46,53,11602,Seattle City (Northeast) PUMA
46,53,11606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities PUMA"
9,54,01300,"Logan, Mingo, Wyoming & McDowell Counties PUMA"
9,54,01200,"Raleigh, Mercer & Fayette Counties PUMA"
15,54,00400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA"
37,21,01706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA
1,17,03526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA"
32,21,00500,Barren River Area Development District (Central)--Warren County PUMA
32,21,00400,Barren River Area Development District (Outer) PUMA
34,08,00813,Denver City (Northwest) PUMA
42,18,02600,"Wayne, Fayette, Rush & Union Counties PUMA"
8,18,00300,LaPorte County PUMA
8,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA
5,17,03523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA"
5,17,03524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA"
14,26,02901,Oakland County (West) PUMA
5,23,00300,Penobscot County PUMA
41,31,00300,Central Nebraska PUMA
7,29,01005,Jackson County--Kansas City (South) PUMA
48,53,11607,"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill PUMA"
7,26,03201,Wayne County (Northwest) PUMA
7,26,03202,Wayne County (North Central)--Livonia City & Redford Charter Township PUMA
14,18,01003,Allen County (Outside Fort Wayne City) PUMA
31,53,11615,"King County (Southeast)--Maple Valley, Covington & Enumclaw Cities PUMA"
31,53,11505,Pierce County (North Central)--Tacoma (Port) & Bonney Lake (Northwest) Cities PUMA
31,53,11614,King County (Southwest)--Auburn City & Lakeland PUMA
32,26,01500,Saginaw County PUMA
3,26,03203,Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA
1,36,03304,Suffolk County (North Central)--Brookhaven Town (North) PUMA
1,36,03305,Suffolk County (East) PUMA
29,04,00123,Phoenix City--Maryvale (West) PUMA
29,04,00124,Maricopa County--Glendale City (South) PUMA
12,04,00100,Maricopa County--Gilbert (South) & Queen Creek Towns PUMA
12,04,00105,Maricopa County--Gilbert Town (North) PUMA
45,27,01404,"Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities PUMA"
10,13,06002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA
10,13,01008,Atlanta Regional Commission (Central)--DeKalb County (South) PUMA
4,47,01100,Sullivan County (Southeast)--Bristol City PUMA
13,47,02401,Rutherford County (North)--Smyrna Town & La Vergne City PUMA
31,13,04500,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA"
47,40,01002,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities PUMA
55,27,01600,"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA"
15,33,00400,Central New Hampshire--Merrimack County (Central)--Concord City PUMA
28,34,01302,Essex County (Southeast)--Newark City (Southwest) PUMA
16,22,01500,Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA
16,22,01501,Capital Region Planning Commission 3--Baton Rouge City PUMA
33,44,00201,Central Rhode Island--Kent County--Warwick City PUMA
51,13,03200,Georgia Mountains Regional Commission (North & Northwest) PUMA
51,13,02800,Northwest Georgia Regional Commission (Northeast) PUMA
23,56,00200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA"
37,27,01102,"Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities PUMA"
5,42,03201,Philadelphia City (Far Northeast) PUMA
4,42,03206,Philadelphia City (Northwest) PUMA
4,42,03106,Montgomery County (South Central) PUMA
7,17,03503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA"
7,17,03501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA"
9,17,03421,Cook County (North)--Niles & Evanston Townships PUMA
9,17,03416,Cook County (Northeast)--Northfield & New Trier Townships PUMA
26,27,02500,Olmsted County--Rochester City PUMA
20,22,02100,South Central Planning & Development Commission 3--Terrebonne Parish PUMA
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA
19,08,00817,Jefferson County (Northeast)--Arvada City PUMA
4,11,00102,District of Columbia (North) PUMA
5,11,00103,District of Columbia (Northeast) PUMA
48,27,01409,Hennepin County--Eden Prairie & Minnetonka Cities PUMA
10,32,00409,Clark County (Central)--Paradise (Northwest) & Winchester PUMA
24,04,00116,Phoenix City (Uptown) PUMA
33,40,01202,Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities PUMA
24,29,01805,St. Louis County (Central) PUMA
24,29,01803,St. Louis County (Inner Ring North) PUMA
13,05,01600,"Garland, Hot Spring, Clark & Montgomery Counties PUMA"
9,47,01900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA"
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA"
13,08,00300,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA"
32,08,00816,Denver City (Southwest) PUMA
32,08,00814,Denver City (South Central) PUMA
9,10,00103,New Castle County (West Central)--Newark City & Brookside PUMA
4,41,01000,Douglas County PUMA
4,41,00705,Lane County (Outside Eugene & Springfield Cities) PUMA
29,38,00200,East Central North Dakota--Jamestown City PUMA
38,36,03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA"
38,36,03003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA"
36,53,11603,Seattle City (Downtown)--Queen Anne & Magnolia PUMA
36,53,11601,Seattle City (Northwest) PUMA
37,24,01300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA"
30,30,00500,South Central Montana--Bozeman City PUMA
2,42,03203,Philadelphia City (Near Northeast-East) PUMA
2,42,03202,Philadelphia City (Near Northeast-West) PUMA
17,45,00501,York County (West & Outside Rock Hill City) PUMA
17,45,00603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA
7,45,00104,Greenville County (Central)--Greenville & Mauldin Cities PUMA
9,45,00105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA"
11,51,04103,Chesterfield County (West)--Brandermill & Woodlake PUMA
11,51,04102,Chesterfield County (Central)--Chester & Rockwood PUMA
11,51,04101,Chesterfield County (East)--James River Region PUMA
29,51,51246,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA"
29,51,51245,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA"
6,53,10504,Spokane County (Outer)--Cheney City PUMA
6,53,10502,Spokane County (South Central)--Spokane City (South) PUMA
6,53,10501,Spokane County (North Central)--Spokane City (North) PUMA
44,36,02001,Albany County (East Central)--Albany City PUMA
38,18,01700,Vigo County--Terre Haute City PUMA
23,18,01801,Boone & Hamilton (Northwest) Counties PUMA
23,18,01600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA"
22,41,01301,Portland City (North & Northeast) PUMA
7,22,02402,Regional Planning Commission 8--New Orleans City (South) PUMA
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA"
1,22,02400,Regional Planning Commission 6--New Orleans City (Northeast) PUMA
1,22,02201,Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA
42,40,01005,Oklahoma County (Southeast)--Oklahoma City (East Central) PUMA
37,40,01204,"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West) PUMA"
2,18,00103,Lake County (Central) PUMA
2,18,00101,Lake County (Northwest)--Hammond & East Chicago Cities PUMA
17,18,01400,"Grant, Miami & Wabash Counties PUMA"
20,18,01803,Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA
35,18,02304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA
19,06,11103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA
19,06,11104,Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA
19,06,11105,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA"
19,06,08302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA"
19,06,08301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA
25,06,07112,San Bernardino County (Southwest)--Upland & Montclair Cities PUMA
25,06,03711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA"
25,06,03718,Los Angeles County (Central)--Pasadena City PUMA
25,06,03720,Los Angeles County (Central)--Burbank City PUMA
25,06,03719,Los Angeles County (Central)--Glendale City PUMA
25,06,03709,Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA
25,06,03708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA"
38,06,07313,San Diego County (Central)--El Cajon & Santee Cities PUMA
38,06,07307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona PUMA"
38,06,07302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center PUMA"
38,06,07308,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities PUMA
38,06,07309,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities PUMA
38,06,07306,San Diego County (Northwest)--Escondido City (East) PUMA
38,06,07305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities PUMA
23,06,06507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PUMA"
23,06,07105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA
23,06,07107,San Bernardino County (Southwest)--San Bernardino City (East) PUMA
23,06,07108,San Bernardino County (Southwest)--San Bernardino City (West) PUMA
23,06,07111,San Bernardino County (Southwest)--Rancho Cucamonga City PUMA
23,06,07104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City PUMA"
3,06,09502,Solano County (Central)--Fairfield & Suisun City Cities PUMA
3,06,09503,Solano County (Northeast)--Vacaville & Dixon Cities PUMA
3,06,09702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA"
3,06,05500,Napa County--Napa City PUMA
3,06,11300,"Yolo County--Davis, Woodland & West Sacramento Cities PUMA"
3,06,09501,Solano County (Southwest)--Vallejo & Benicia Cities PUMA
8,06,06711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region PUMA"
8,06,06702,Sacramento County (Central)--Rancho Cordova City PUMA
8,06,01905,Fresno County (Central)--Fresno City (Southeast) PUMA
8,06,01903,Fresno County (Central)--Fresno City (East Central) PUMA
8,06,01906,Fresno County (Central)--Clovis City PUMA
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA
8,06,01907,"Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA"
8,06,00300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties PUMA"
8,06,03900,Madera County--Madera City PUMA
8,06,09903,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA"
24,06,03743,Los Angeles County (Central)--East Los Angeles PUMA
24,06,03744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA
24,06,03733,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA
24,06,03734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA"
24,06,03735,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park) PUMA"
24,06,03732,Los Angeles County (Central)--LA City (East Central/Hollywood) PUMA
20,04,00125,Phoenix City (West) PUMA
20,04,00115,Phoenix City (Northwest Central) PUMA
20,04,00126,Maricopa County--Glendale City (North) PUMA
7,04,00800,"Gila, Graham, Greenlee & Pinal (East) Counties PUMA"
7,04,00300,Navajo & Apache Counties PUMA
F,02,00101,Anchorage Municipality (North) PUMA
22,38,00500,Cass County--Fargo City PUMA
13,24,00902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA"
21,47,02504,Nashville-Davidson (Southeast) PUMA
21,47,02501,Nashville-Davidson (East) PUMA
14,09,00904,"West Haven, Milford & Orange Towns PUMA"
23,16,00500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA
4,49,35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA"
1,49,35003,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA"
4,17,03407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA"
63,36,01204,Erie County (Central) PUMA
63,36,01205,Erie County (West Central)--Buffalo City (East) PUMA
11,08,04105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA
11,08,04102,El Paso County (West Central)--Colorado Springs City (West) PUMA
31,18,02303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA
20,37,01301,Durham County (South)--Durham City (South) PUMA
39,22,00100,Coordinating & Development Corporation 1--Shreveport City (North) PUMA
18,22,01600,Capital Region Planning Commission 5--Ascension Parish PUMA
10,22,02300,Regional Planning Commission 3--Jefferson Parish (North) PUMA
28,04,00117,Phoenix City (East) PUMA
28,04,00110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA
28,04,00113,Phoenix City (Northeast) PUMA
28,04,00114,Phoenix City (Northeast Central) PUMA
11,04,00202,Tucson (West) & Marana Cities PUMA
11,04,00203,Pima County (North Central)--Oro Valley Town PUMA
11,04,00807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA"
3,04,00207,Tucson City (Northwest) PUMA
3,18,00102,Lake County (Northeast)--Gary City & Griffith Town PUMA
3,10,00101,New Castle County (East Central)--Wilmington City PUMA
5,22,02401,Regional Planning Commission 7--New Orleans City (Central) PUMA
50,42,01400,Mercer County PUMA
50,42,00200,Crawford & Warren Counties PUMA
50,42,00102,Erie County (Outer) PUMA
25,42,00300,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA"
25,36,04006,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA
25,36,04004,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA
25,36,04003,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA
23,36,04018,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA
51,36,02203,"Chenango, Delaware & Broome (East) Counties PUMA"
51,36,00403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA"
5,36,03202,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA
5,36,03302,Suffolk County (Northwest)--Huntington Town (South) PUMA
5,36,03301,Suffolk County (Northwest)--Huntington Town (North) PUMA
5,36,03203,Nassau County (East Central)--Oyster Bay Town (Central) PUMA
37,36,03107,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA
37,36,03106,Westchester County (Southwest)--Yonkers City PUMA
37,36,03104,Westchester County (Southeast) PUMA
37,36,03103,Westchester County (Northeast) PUMA
25,04,00104,Maricopa County--Mesa City (South Central) PUMA
25,04,00102,Maricopa County--Mesa City (North Central) PUMA
14,15,00306,Honolulu County--Moanalua to Pearl City PUMA
13,15,00305,Honolulu County--Nuuanu to Kalihi PUMA
15,49,49002,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA"
27,40,00500,Panhandle & Northwest Oklahoma PUMA
34,40,01203,Tulsa County (North)--Tulsa (North) & Owasso Cities PUMA
37,18,02100,"Morgan, Putnam & Brown Counties PUMA"
3,17,03525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA"
17,46,00500,Southeast South Dakota (Outside Sioux Falls City) PUMA
10,04,00209,Tucson City (Southeast) PUMA
10,04,00206,Tucson City (Northeast) PUMA
15,34,02301,Mercer County (West Central)--Trenton City PUMA
15,34,02302,Mercer County (North)--Princeton Borough PUMA
43,37,03002,Gaston County (Southeast)--Gastonia & Belmont Cities PUMA
43,37,03001,Gaston County (Northwest)--Mount Holly City PUMA
1,37,00800,South & West Albemarle Sound & Northern Outer Banks Regions PUMA
1,37,00700,Northeast Albemarle Sound Region PUMA
23,37,01400,Orange County--Chapel Hill Town PUMA
23,37,01500,Chatham & Lee Counties PUMA
22,37,01302,Durham County (North)--Durham City (North) PUMA
22,37,00400,"Granville, Person & Caswell Counties PUMA"
48,37,02500,Henderson & Transylvania Counties PUMA
48,37,02201,Buncombe County (Southeast)--Asheville City PUMA
36,37,03200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA"
32,37,01802,Winston-Salem City (South) PUMA
32,37,01801,Winston-Salem City (North) PUMA
32,37,01803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA
44,37,02700,Lincoln & Cleveland (East) Counties PUMA
24,37,01600,Alamance County--Burlington City PUMA
2,11,00105,District of Columbia (Central) PUMA
