,st,lower_leg_district,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_chg,pct_chg_deep
93,1.0,094,0.12409192323438774,0.11303472986997325,0.04345914963708667,0.040631377166451384,0.08910485933503831,0.07312990589722414
94,1.0,095,0.12409192323438774,0.11303472986997323,0.043459149637086664,0.040631377166451384,0.08910485933503842,0.03721516581263825
95,1.0,096,0.130049990071747,0.1188499394333162,0.04538533900006207,0.04185330729360889,0.08612111875019648,0.01577244320883647
96,1.0,097,0.25238956008421554,0.22507582186750105,0.08526252675374545,0.07429715523903989,0.10822055479474124,0.1721757755257953
97,1.0,098,0.20129685988005483,0.18283567755197272,0.06941349848738407,0.060583612478213776,0.09171122857595707,0.05887750490386281
98,1.0,099,0.22391594213610835,0.20006425501929656,0.07930569495738368,0.07085487868399254,0.10652071884329448,0.19475470602217135
99,1.0,100,0.16499600877416581,0.15301656234092706,0.05777751649189503,0.05029197180290219,0.07260446190328958,0.06280574802713676
100,1.0,101,0.20431670235202512,0.18266731712433001,0.07555864895283942,0.06900135687158279,0.10595993855849604,0.12543627882725591
101,1.0,102,0.15901909935615502,0.14850952394992983,0.05507471019835198,0.0474480672415352,0.06609001968176724,0.056637159799601565
102,1.0,103,0.23799020323295414,0.2117427011517785,0.08358798860091045,0.0745104344151808,0.11028816196893426,0.10436506584602763
103,1.0,104,0.17766752012875361,0.16257183315948526,0.06350767538215317,0.05632126996026312,0.08496593501349423,0.10937338093457566
104,1.0,105,0.15611729086752424,0.1463213425091722,0.05376248916617542,0.04606734255259101,0.062747363241555,0.1736298003598872
105,2.0,001,0.0941509363249091,0.08201639869909763,0.02674053993278949,0.026648927088668742,0.12888387624671016,0.11514464047333352
106,2.0,002,0.09415093632490912,0.08201639869909763,0.026740539932789492,0.026648927088668745,0.12888387624671027,0.09140108696321457
107,2.0,003,0.09415093632490913,0.08201639869909762,0.026740539932789485,0.026648927088668742,0.12888387624671055,0.15379154588588828
108,2.0,004,0.09415093632490912,0.08201639869909762,0.02674053993278949,0.026648927088668742,0.12888387624671044,0.0980825959305847
109,2.0,005,0.09415093632490913,0.08201639869909763,0.02674053993278949,0.026648927088668742,0.1288838762467104,0.09193067640611575
110,2.0,006,0.10579403688893772,0.09242583012635262,0.031103817872649753,0.029884871421383734,0.12636068303754214,0.04998022087282881
111,2.0,007,0.13773075396168988,0.1272847950507824,0.05057977966718497,0.047577496939822016,0.07584332917986518,0.07715355058856946
112,2.0,008,0.13773075396168988,0.12728479505078244,0.05057977966718497,0.04757749693982202,0.07584332917986499,0.10139801203789632
113,2.0,009,0.11524854163708546,0.10393146881946812,0.03828145263349211,0.036780743383725674,0.0981971021659823,0.07615457214190348
114,2.0,010,0.1377307539616899,0.1272847950507824,0.05057977966718497,0.047577496939822016,0.07584332917986537,0.11350523605650387
115,2.0,011,0.1377307539616899,0.12728479505078244,0.050579779667184965,0.04757749693982202,0.07584332917986517,0.12012446378317057
116,2.0,012,0.13766080428762778,0.11726070677815163,0.0453202221582897,0.04179449470038015,0.14819103821921809,0.09381827560640339
117,2.0,013,0.13755709099426164,0.10239814706379878,0.03752195807471601,0.033220127259241915,0.2555952853926633,0.14860452810395405
118,2.0,014,0.1375570909942616,0.10239814706379878,0.03752195807471601,0.033220127259241915,0.25559528539266313,0.1146360374292481
119,2.0,015,0.13755709099426164,0.1023981470637988,0.03752195807471601,0.033220127259241915,0.2555952853926632,0.11680338852117543
120,2.0,016,0.12352820247053425,0.09594375245424402,0.03424958105771937,0.031070546134153505,0.22330487665656815,0.10163631288576586
121,2.0,017,0.10480569627407627,0.08732992372024344,0.02988237129094106,0.028201783875034497,0.16674449171285613,0.062200564084823766
122,2.0,018,0.11502143814770285,0.09202997028275041,0.032265294133494514,0.029767094332322854,0.19988854456356506,0.11688538440061573
123,2.0,019,0.1375570909942616,0.10239814706379877,0.037521958074716005,0.0332201272592419,0.25559528539266324,0.051907705144161535
124,2.0,020,0.1375570909942616,0.10239814706379877,0.037521958074716005,0.03322012725924191,0.25559528539266324,0.1547754410076549
125,2.0,021,0.09819503118198089,0.08428849666322269,0.02834036826783291,0.02718886251050765,0.1416215703723927,0.10397263804356659
126,2.0,022,0.09318501112207524,0.08198349249887107,0.027171731531501396,0.026421200515127693,0.12020730038364032,0.05362610673418342
127,2.0,023,0.09318501112207524,0.08198349249887107,0.027171731531501396,0.026421200515127693,0.12020730038364032,0.10519637810715714
128,2.0,024,0.09318501112207522,0.08198349249887107,0.027171731531501396,0.026421200515127693,0.12020730038364019,0.13983786111135454
129,2.0,025,0.09319935093503666,0.08199008994323195,0.02717507643471905,0.0264233977377535,0.12027187828398042,0.06913579707986747
130,2.0,026,0.09318501112207524,0.08198349249887107,0.027171731531501396,0.026421200515127693,0.12020730038364032,0.0903823442272272
131,2.0,027,0.11310648479458764,0.09114894078572423,0.03181861232183451,0.02947367496582642,0.19413161012598382,0.09495515694223094
132,2.0,028,0.09318501112207524,0.08198349249887106,0.027171731531501396,0.0264212005151277,0.12020730038364047,0.04303531555527903
133,2.0,029,0.13773075396168988,0.1272847950507824,0.05057977966718497,0.047577496939822016,0.07584332917986518,0.09227489827044023
134,2.0,030,0.13773075396168988,0.1272847950507824,0.05057977966718497,0.047577496939822016,0.07584332917986518,0.10640811060506554
135,2.0,031,0.13773075396168988,0.12728479505078244,0.05057977966718497,0.047577496939822016,0.07584332917986499,0.0876939788236135
136,2.0,032,0.15940707259763845,0.1409184111444397,0.05186238275106669,0.045568679175679784,0.11598394695990828,0.0689851168781412
137,2.0,033,0.09655603782874997,0.08416666262940904,0.027641857092864108,0.027317372279720604,0.12831279615382,0.19179686956935782
138,2.0,034,0.09415093632490912,0.08201639869909762,0.026740539932789485,0.026648927088668742,0.12888387624671044,0.02569334062701467
139,2.0,035,0.17343721315224148,0.15290173179553415,0.05645324925037119,0.048684808059596706,0.11840297121634145,0.1206139532999558
140,2.0,036,0.11318310769386136,0.09903197643866887,0.03387288865941218,0.03193850152306768,0.12502865086076795,0.06703980914006293
141,2.0,037,0.17343721315224145,0.15290173179553412,0.05645324925037119,0.048684808059596706,0.11840297121634147,0.0414859813237193
142,2.0,038,0.17343721315224145,0.15290173179553412,0.056453249250371186,0.0486848080595967,0.11840297121634147,0.0315561285259186
143,2.0,039,0.17343721315224148,0.1529017317955341,0.056453249250371186,0.04868480805959669,0.11840297121634177,0.039494789939200206
144,2.0,040,0.17343721315224145,0.15290173179553412,0.056453249250371186,0.04868480805959669,0.11840297121634147,0.08729585899655763
145,4.0,001,0.13061922507809356,0.1265965692045113,0.04858516194798108,0.04584567626463166,0.030796813188695944,0.09980530317013711
146,4.0,002,0.18299442428576226,0.15968529240704038,0.0677926978186424,0.057538089328646666,0.12737618629473965,0.10648694078744259
147,4.0,003,0.2135756110394178,0.1903850374388691,0.08679876858662154,0.0772170468214201,0.10858249913314602,0.08559791770912945
148,4.0,004,0.16280992972499975,0.1364718333658087,0.05431783443608387,0.04578488027193581,0.16177205164131203,0.1307820388011118
149,4.0,005,0.17646538701323614,0.16718270429694992,0.07210639267216573,0.06401064646077116,0.05260341913731754,0.1285562464340012
