state_fip,puma,upper_leg_district,population,puma_pop,share_of_puma_pop
2,101.0,00G,38670.92586618008,134513.9999999999,0.2874862532240518
2,101.0,00H,30441.138297872338,134513.9999999999,0.22630460991326076
2,101.0,00I,13365.68915805761,134513.9999999999,0.09936281099407956
2,101.0,00J,34704.52735978107,134513.9999999999,0.25799937077018814
2,101.0,00K,2108.783482161267,134513.9999999999,0.015677055787213734
2,101.0,00M,6.369000000000001,134513.9999999999,4.7348231410856895e-05
2,101.0,00N,7779.999999999998,134513.9999999999,0.05783784587477886
2,102.0,00H,4853.163887100266,159016.9999999999,0.03051978019394322
2,102.0,00I,20458.001382237322,159016.9999999999,0.1286529200163337
2,102.0,00K,34090.552658001485,159016.9999999999,0.21438307009943278
2,102.0,00L,36000.456368435545,159016.9999999999,0.22639375895932864
2,102.0,00M,36066.81233274099,159016.9999999999,0.22681104745241712
2,102.0,00N,27548.01337148437,159016.9999999999,0.17323942327854497
2,200.0,00D,41632.130943349584,163832.99999999974,0.2541132186027824
2,200.0,00E,29753.863154754446,163832.99999999974,0.1816109279251097
2,200.0,00F,33983.00590189593,163832.99999999974,0.20742466964467465
2,200.0,00O,37673.08052836325,163832.99999999974,0.2299480600877925
2,200.0,00P,20790.91947163678,163832.99999999974,0.12690312373964227
2,300.0,00A,35151.183191234435,167053.00000000015,0.21041934710082671
2,300.0,00B,36894.254335411824,167053.00000000015,0.22085358739688477
2,300.0,00C,33200.132272566276,167053.00000000015,0.1987401140510272
2,300.0,00E,9132.123041434077,167053.00000000015,0.05466602240866114
2,300.0,00P,3023.3071593533473,167053.00000000015,0.018097892042365865
2,300.0,00Q,35852.00000000005,167053.00000000015,0.21461452353444727
2,300.0,00R,13799.999999999998,167053.00000000015,0.08260851346578622
2,400.0,00C,2336.3545928297485,104363.00000000016,0.02238680943274671
2,400.0,00P,14099.999999999998,104363.00000000016,0.1351053534298552
2,400.0,00Q,505.79874515902793,104363.00000000016,0.0048465332077367185
2,400.0,00R,22439.20125484096,104363.00000000016,0.2150110791644637
2,400.0,00S,35571.99999999996,104363.00000000016,0.3408487682416173
2,400.0,00T,29409.64540717023,104363.00000000016,0.28180145652357813
4,100.0,012,154979.78251168114,155915.00000000003,0.9940017478220897
4,100.0,016,11.287581699346406,155915.00000000003,7.239573934096401e-05
4,100.0,017,923.9299066195617,155915.00000000003,0.005925856438569487
4,101.0,016,152368.71246828936,166733.99999999956,0.9138430822045279
4,101.0,025,14365.287531710268,166733.99999999956,0.08615691779547247
4,102.0,016,244.0483660130719,148696.99999999974,0.0016412460642317756
4,102.0,025,139968.92284107418,148696.99999999974,0.9413029371209535
4,102.0,026,8484.028792912513,148696.99999999974,0.05705581681481488
4,103.0,018,32666.999999999993,116462.00000000003,0.2804949253833867
4,103.0,026,83794.99999999993,116462.00000000003,0.7195050746166124
4,104.0,012,564.4144343236353,112012.00000000006,0.005038874712741804
4,104.0,025,94830.66233023081,112012.00000000006,0.8466116338448627
4,104.0,026,16616.92323544565,112012.00000000006,0.14834949144239584
4,105.0,012,114118.00994530076,139984.00000000015,0.8152218106733672
4,105.0,017,25865.99005469913,139984.00000000015,0.18477818932663093
4,106.0,017,94405.99999999988,116023.99999999983,0.8136764807281255
4,106.0,018,21618.0,116023.99999999983,0.18632351927187507
4,107.0,017,113717.00000000003,113717.00000000003,1.0
4,108.0,018,93750.00000000013,113340.00000000001,0.8271572260455278
4,108.0,026,5873.0,113340.00000000001,0.05181754014469737
4,108.0,027,13716.999999999995,113340.00000000001,0.12102523380977583
4,109.0,018,7199.96739130435,118549.99999999985,0.06073359250362175
4,109.0,026,111350.03260869559,118549.99999999985,0.939266407496379
4,110.0,023,80346.09490921481,136389.99999999988,0.5890908051119208
4,110.0,024,41418.392744479504,136389.99999999988,0.3036761694000993
4,110.0,028,14625.512346305695,136389.99999999988,0.10723302548798085
4,111.0,001,398.7633014468439,115438.00000000004,0.0034543503997543595
4,111.0,023,107312.2366985532,115438.00000000004,0.9296092854913733
4,111.0,026,7727.000000000004,115438.00000000004,0.0669363641088723
4,112.0,001,19299.000000000004,127096.0,0.1518458488072009
4,112.0,015,53519.41117972685,127096.0,0.4210943788925446
4,112.0,023,54277.5888202731,127096.0,0.42705977230025416
4,113.0,015,60316.00000000009,108709.99999999999,0.5548339619170278
4,113.0,028,48393.99999999998,108709.99999999999,0.4451660380829729
4,114.0,015,11961.228052472246,113383.9999999999,0.105493085906938
4,114.0,020,29462.53979581711,113383.9999999999,0.2598474193520879
4,114.0,028,71960.23215171072,113383.9999999999,0.6346594947409756
4,115.0,015,12388.000000000004,109867.00000000003,0.11275451227393121
4,115.0,020,60783.00000000002,109867.00000000003,0.5532416467183049
4,115.0,028,36695.99999999996,109867.00000000003,0.33400384100776354
4,116.0,024,46128.85247629087,114076.99999999983,0.4043659324516856
4,116.0,028,31639.147523709173,114076.99999999983,0.27734904953416745
4,116.0,030,36308.99999999999,114076.99999999983,0.31828501801414877
4,117.0,024,74635.00000000004,107851.99999999999,0.6920131291028452
4,117.0,028,33216.99999999999,107851.99999999999,0.3079868708971553
4,118.0,024,69728.33665338648,115806.00000000003,0.6021133331035219
4,118.0,027,33659.00000000004,115806.00000000003,0.290649879971677
4,118.0,030,12418.663346613546,115806.00000000003,0.10723678692480133
4,119.0,019,1961.9999999999998,116487.00000000012,0.01684308120219422
4,119.0,026,9798.999999999996,116487.00000000012,0.08412097487273247
4,119.0,027,104726.00000000003,116487.00000000012,0.8990359439250726
4,120.0,018,82606.19344905116,110477.00000000001,0.7477229961806634
4,120.0,027,27870.806550948753,110477.00000000001,0.2522770038193357
4,121.0,019,96517.59586099185,154783.99999999997,0.6235631322422981
4,121.0,027,48268.40413900828,154783.99999999997,0.31184362814637356
4,121.0,030,9998.0,154783.99999999997,0.06459323961132934
4,122.0,019,3030.1691599539704,116592.00000000007,0.02598951180144408
4,122.0,029,59258.830840045965,116592.00000000007,0.5082581209692425
4,122.0,030,54302.99999999993,116592.00000000007,0.46575236722931157
4,123.0,019,58646.00000000001,134550.9999999999,0.4358644677482891
4,123.0,029,75905.00000000007,134550.9999999999,0.5641355322517122
4,124.0,029,83853.50456122616,115957.9999999999,0.7231368647374586
4,124.0,030,32104.49543877378,115957.9999999999,0.2768631352625417
4,125.0,020,50260.00000000001,115181.0000000002,0.4363566907736512
4,125.0,030,64920.99999999997,115181.0000000002,0.5636433092263469
4,126.0,015,43.333333333333336,129301.00000000012,0.00033513533022430837
4,126.0,020,65740.27268560951,129301.00000000012,0.5084281845121805
4,126.0,021,3.7273143904674613,129301.00000000012,2.882664782536452e-05
4,126.0,022,46651.66666666673,129301.00000000012,0.3607989626272549
4,126.0,030,16862.0,129301.00000000012,0.13040889088251434
4,127.0,021,89301.00000000009,114061.00000000019,0.7829231726882978
4,127.0,022,21030.99999999999,114061.00000000019,0.18438379463620302
4,127.0,030,3729.0000000000005,114061.00000000019,0.03269303267549815
4,128.0,015,76157.00000000006,109607.00000000013,0.6948187615754465
4,128.0,020,33450.000000000015,109607.00000000013,0.30518123842455297
4,129.0,001,54549.00183301307,125215.00000000016,0.43564270920427267
4,129.0,015,25479.242431877563,125215.00000000016,0.2034839470660666
4,129.0,021,1983.0000000000005,125215.00000000016,0.01583676077147305
4,129.0,022,43203.755735109415,125215.00000000016,0.3450365829581868
4,130.0,021,95383.00000000017,122794.00000000012,0.776772480740102
4,130.0,022,27411.00000000001,122794.00000000012,0.22322751925989856
4,131.0,021,41432.33138297873,119010.99999999985,0.34813867107224356
4,131.0,022,77578.66861702135,119010.99999999985,0.6518613289277583
4,132.0,004,41071.90836805709,128763.9999999998,0.31897042937511383
4,132.0,013,79716.26679117854,128763.9999999998,0.6190881518994336
4,132.0,019,44.824840764331206,128763.9999999998,0.0003481162496064993
4,132.0,029,7931.000000000002,128763.9999999998,0.0615933024758474
4,133.0,013,5799.999999999998,119882.99999999985,0.048380504325050304
4,133.0,019,88746.07573149748,119882.99999999985,0.7402723966825787
4,133.0,029,25336.924268502582,119882.99999999985,0.21134709899237267
4,134.0,004,28122.95169931014,141798.0000000005,0.1983310885859465
4,134.0,013,77962.98866379037,141798.0000000005,0.549817265855584
4,134.0,019,29.782515991471215,141798.0000000005,0.0002100348100217994
4,134.0,022,32466.277120908093,141798.0000000005,0.22896146011162344
4,134.0,027,3216.000000000001,141798.0000000005,0.02268015063682132
4,201.0,002,11085.090445189282,103020.99999999981,0.10760029940681319
4,201.0,003,60587.41356954802,103020.99999999981,0.5881074108147673
4,201.0,004,25344.220768830844,103020.99999999981,0.24601023838664826
4,201.0,011,5998.6255813953485,103020.99999999981,0.05822721174707447
4,201.0,014,5.64963503649635,103020.99999999981,5.4839644698618344e-05
4,202.0,003,65363.14997692662,127517.99999999978,0.5125797924757818
4,202.0,011,62154.85002307336,127517.99999999978,0.4874202075242199
4,203.0,009,54951.722373110955,116902.99999999999,0.47006255077381215
4,203.0,011,61924.81970799073,116902.99999999999,0.5297111255313443
4,203.0,014,26.457918898240244,116902.99999999999,0.00022632369484307715
4,204.0,009,70567.34856535592,102005.99999999985,0.6917960567550538
4,204.0,010,29668.296296296314,102005.99999999985,0.2908485412259706
4,204.0,011,1667.6514346439958,102005.99999999985,0.016348562188930046
4,204.0,014,102.70370370370372,102005.99999999985,0.0010068398300463097
4,205.0,002,55513.30922651408,121333.00000000001,0.45752853079140937
4,205.0,010,13517.019981759318,121333.00000000001,0.11140431689449133
4,205.0,014,52302.67079172655,121333.00000000001,0.43106715231409876
4,206.0,009,36753.1895127004,95709.99999999988,0.3840057414345465
4,206.0,010,58956.810487299554,95709.99999999988,0.6159942585654542
4,207.0,003,50958.61083220081,102767.99999999996,0.4958606845730269
4,207.0,009,48236.89755856538,102767.99999999996,0.4693766304546688
4,207.0,010,3572.491609233835,102767.99999999996,0.03476268497230496
4,208.0,002,66729.2711574332,107377.99999999983,0.6214426712867935
4,208.0,003,37176.72884256677,107377.99999999983,0.34622295854427193
4,208.0,004,3471.9999999999995,107377.99999999983,0.03233437016893596
4,209.0,002,11890.0,117694.00000000006,0.1010246911482318
4,209.0,003,1757.9999999999995,117694.00000000006,0.014937040120991714
4,209.0,010,104046.00000000004,117694.00000000006,0.8840382687307764
4,300.0,006,27979.05677259004,180780.9999999992,0.15476768450550757
4,300.0,007,152801.9432274105,180780.9999999992,0.8452323154944997
4,400.0,006,103249.71234005436,141273.99999999985,0.7308472354435669
4,400.0,007,38024.28765994571,141273.99999999985,0.26915276455643466
4,500.0,001,162482.63528299888,228067.0,0.7124337816650321
4,500.0,006,65584.36471700159,228067.0,0.2875662183349699
4,600.0,005,226688.94692368843,228488.00000000212,0.9921262688792686
4,600.0,007,1799.0530763137053,228488.00000000212,0.007873731120731454
4,700.0,004,115862.99999999993,209467.99999999916,0.5531298336738805
4,700.0,013,93604.99999999997,209467.99999999916,0.4468701663261231
4,800.0,006,27395.119366626073,112960.99999999993,0.24251838569617915
4,800.0,007,12970.999999999989,112960.99999999993,0.11482724126025794
4,800.0,008,29881.880633373992,112960.99999999993,0.26453272043779724
4,800.0,014,42713.0,112960.99999999993,0.37812165260576686
4,803.0,008,45610.08176327631,148851.99999999997,0.3064122871259796
4,803.0,016,103241.91823672374,148851.99999999997,0.6935877128740209
4,805.0,008,115023.39290085656,129237.99999999965,0.8900121705756578
4,805.0,011,12001.607099143215,129237.99999999965,0.09286438276004927
4,805.0,012,2212.999999999996,129237.99999999965,0.017123446664293798
4,807.0,004,381.00000000000006,142806.00000000047,0.0026679551279357927
4,807.0,008,45035.73921241748,142806.00000000047,0.3153630744675807
4,807.0,011,97389.26078758233,142806.00000000047,0.6819689704044789
4,900.0,002,46480.000000000044,172346.9999999993,0.2696884773161136
4,900.0,014,125866.99999999996,172346.9999999993,0.7303115226838904
5,100.0,001,106241.78186431807,265758.9999999995,0.3997673902457425
5,100.0,002,66877.0238277674,265758.9999999995,0.25164537730713743
5,100.0,003,92640.19430791453,265758.9999999995,0.34858723244712203
5,200.0,001,7265.482377921773,232289.00000000003,0.03127777199058833
5,200.0,002,25903.74988253129,232289.00000000003,0.1115151810138719
5,200.0,004,95766.00223512243,232289.00000000003,0.412270930759194
5,200.0,005,7462.329921368136,232289.00000000003,0.03212519715254762
5,200.0,007,95891.43558305627,232289.00000000003,0.4128109190837976
5,300.0,005,39146.22402827074,155129.99999999916,0.25234464016161257
5,300.0,016,16703.828111411618,155129.99999999916,0.10767632380204802
5,300.0,017,84602.00590705303,155129.99999999916,0.5453619925678688
5,300.0,018,14677.941953264844,155129.99999999916,0.09461704346847756
5,400.0,015,6677.138999931729,134584.00000000102,0.04961317095592105
5,400.0,016,5181.88468596568,134584.00000000102,0.0385029772184334
5,400.0,018,49658.47265598916,134584.00000000102,0.36897753563565344
5,400.0,019,73066.50365811399,134584.00000000102,0.5429063161899886
5,500.0,019,10531.760110405237,191650.9999999996,0.054952805414035195
5,500.0,020,88514.76225639798,191650.9999999996,0.4618539024393203
5,500.0,021,90492.16191290462,191650.9999999996,0.47217161357313453
5,500.0,022,2112.3157202920347,191650.9999999996,0.011021678573511431
5,600.0,021,3041.390106820368,100561.99999999984,0.03024393018058882
5,600.0,022,48848.60989317976,100561.99999999984,0.4857561493723259
5,600.0,024,48672.00000000002,100561.99999999984,0.48399992044708834
5,700.0,022,23895.99999999993,101469.99999999935,0.23549817680102578
5,700.0,023,37303.248662901766,101469.99999999935,0.36762834988570026
5,700.0,024,33282.92720684526,101469.99999999935,0.3280075609228883
5,700.0,025,4388.6534113953085,101469.99999999935,0.04325074811663878
5,700.0,028,2599.1707188576925,101469.99999999935,0.025615164273752926
5,800.0,018,12590.482894175517,110511.00000000044,0.11392968025061276
5,800.0,023,38147.13912304536,110511.00000000044,0.3451886158214586
5,800.0,028,49528.1484800432,110511.00000000044,0.44817392368219455
5,800.0,029,10245.229502735965,110511.00000000044,0.09270778024573051
5,900.0,015,20367.68330483173,207796.00000000047,0.09801768708171324
5,900.0,029,13913.815090301241,207796.00000000047,0.06695901312008513
5,900.0,030,60210.69702216668,207796.00000000047,0.28975869132305987
5,900.0,031,6442.660470745299,207796.00000000047,0.03100473767899904
5,900.0,032,6013.935176358438,207796.00000000047,0.028941534853213848
5,900.0,033,10546.874298933473,207796.00000000047,0.05075590626832783
5,900.0,034,90300.33463666306,207796.00000000047,0.4345624296745984
5,1000.0,015,5042.090146183001,185171.0000000004,0.027229372559326188
5,1000.0,030,18655.51061288821,185171.0000000004,0.10074747456614788
5,1000.0,031,78017.69808008122,185171.0000000004,0.4213278433452379
5,1000.0,032,77431.56028293156,185171.0000000004,0.41816245677201824
5,1000.0,033,6024.140877915878,185171.0000000004,0.032532852757266875
5,1100.0,015,22195.054180909647,196152.0000000003,0.11315232157158538
5,1100.0,018,4018.464268941861,196152.0000000003,0.02048648124384077
5,1100.0,028,15756.961977623392,196152.0000000003,0.08033036613250627
5,1100.0,029,63994.59583603588,196152.0000000003,0.3262500297526193
5,1100.0,035,90186.92373648932,196152.0000000003,0.4597808012994473
5,1200.0,013,22759.332161533224,119414.99999999984,0.19059022871107695
5,1200.0,014,13123.715502530218,119414.99999999984,0.10990005864029005
5,1200.0,033,83531.9523359364,119414.99999999984,0.6995097126486329
5,1300.0,005,94.88659793814435,142809.9999999997,0.0006644254459641799
5,1300.0,006,47741.11340206174,142809.9999999997,0.33429811219145605
5,1300.0,015,30755.78019023329,142809.9999999997,0.2153615306367436
5,1300.0,016,63761.00000000018,142809.9999999997,0.44647433653105745
5,1300.0,035,457.21980976672506,142809.9999999997,0.0032015951947813597
5,1400.0,005,35425.4530856022,190330.00000000006,0.1861264807734051
5,1400.0,008,82624.39377057819,190330.00000000006,0.4341112476781283
5,1400.0,009,72280.15314381973,190330.00000000006,0.3797622715484669
5,1500.0,005,690.9698127572601,100268.00000000055,0.006891229632158378
5,1500.0,006,34542.56918091774,100268.00000000055,0.34450242530934644
5,1500.0,009,14548.46100632516,100268.00000000055,0.14509575344402081
5,1500.0,010,34836.76984734639,100268.00000000055,0.34743656846996246
5,1500.0,011,15649.230152653596,100268.00000000055,0.1560740231445078
5,1600.0,010,14510.997261553382,163488.0000000005,0.08875879123576862
5,1600.0,012,16825.002738446663,163488.0000000005,0.10291276875640176
5,1600.0,013,60266.15195678787,163488.0000000005,0.3686273729985546
5,1600.0,014,71885.84804321236,163488.0000000005,0.43970106700927375
5,1700.0,012,11489.674027844443,97876.00000000033,0.11739010613270265
5,1700.0,013,3498.325972155547,97876.00000000033,0.03574242891163855
5,1700.0,025,54553.08696686771,97876.00000000033,0.5573693956318967
5,1700.0,027,18502.65319061266,97876.00000000033,0.1890417792984245
5,1700.0,028,9832.259842519692,97876.00000000033,0.1004562900253347
5,1800.0,025,14052.673775526786,100914.00000000048,0.13925395659201617
5,1800.0,026,77132.08961270543,100914.00000000048,0.7643348753662035
5,1800.0,027,4057.526091016263,100914.00000000048,0.04020776196579507
5,1800.0,028,5671.710520751851,100914.00000000048,0.056203406075983744
5,1900.0,012,44198.66884062368,99525.99999999994,0.4440916829835792
5,1900.0,027,55327.331159376234,99525.99999999994,0.5559083170164205
5,2000.0,010,30344.319172154617,103668.00000000019,0.2927067096129429
5,2000.0,011,66196.08245791541,103668.00000000019,0.6385392064852731
5,2000.0,012,7127.598369930191,103668.00000000019,0.06875408390178434
6,101.0,009,141289.00000000006,141289.00000000006,1.0
6,102.0,009,173458.00000000006,173458.00000000006,1.0
6,103.0,009,133317.0,133317.0,1.0
6,104.0,009,136851.00000000006,136851.00000000006,1.0
6,105.0,009,164900.9508710362,174473.99999999988,0.9451319444217265
6,105.0,010,9573.049128963527,174473.99999999988,0.054868055578272595
6,106.0,009,78.50153172866523,144575.0,0.0005429813711130225
6,106.0,010,144496.4984682713,144575.0,0.9994570186288868
6,107.0,007,80.09955588452998,159936.99999999988,0.000500819421925696
6,107.0,010,159856.90044411537,159936.99999999988,0.9994991805780744
6,108.0,010,148422.00000000015,148422.00000000015,1.0
6,109.0,010,207686.0000000001,207686.0000000001,1.0
6,110.0,007,236632.07333429664,236744.99999999977,0.9995230029537978
6,110.0,010,112.9266657031363,236744.99999999977,0.00047699704620218547
6,300.0,001,1039.0000000000005,188734.0,0.005505102419277928
6,300.0,008,187695.0,188734.0,0.9944948975807221
6,701.0,004,119623.99999999994,119623.99999999994,1.0
6,702.0,004,106193.00000000032,106193.00000000032,1.0
6,1100.0,002,12700.000000000007,126041.99999999984,0.10076006410561578
6,1100.0,004,113341.99999999971,126041.99999999984,0.8992399358943832
6,1301.0,009,123303.9999999999,123303.9999999999,1.0
6,1302.0,009,125194.99999999994,125194.99999999994,1.0
6,1303.0,003,79439.69841874768,136609.99999999977,0.5815071987317753
6,1303.0,007,42087.435729105695,136609.99999999977,0.3080845891889742
6,1303.0,009,15082.865852146591,136609.99999999977,0.11040821207925201
6,1304.0,003,2038.2065217767613,128831.0000000001,0.015820777000696725
6,1304.0,007,126792.79347822334,128831.0000000001,0.9841792229993033
6,1305.0,007,133064.99999999997,133064.99999999997,1.0
6,1306.0,003,2136.6120973394573,121441.00000000004,0.01759382825684453
6,1306.0,007,119304.38790266057,121441.00000000004,0.9824061717431554
6,1307.0,007,135798.99999999985,135798.99999999985,1.0
6,1308.0,007,117714.99999999993,117714.99999999993,1.0
6,1309.0,007,120290.9999999999,120290.9999999999,1.0
6,1500.0,001,101852.99999999964,129347.99999999965,0.7874338992485381
6,1500.0,002,27494.99999999999,129347.99999999965,0.21256610075146165
6,1700.0,001,188562.99999999953,188562.99999999953,1.0
6,1901.0,012,120426.7500050133,147454.99999999907,0.8167017056391038
6,1901.0,014,27028.249994986265,147454.99999999907,0.1832982943608995
6,1902.0,008,189932.9999999998,189932.9999999998,1.0
6,1903.0,008,83843.71953922494,106601.00000000013,0.786519071483615
6,1903.0,014,22757.28046077504,106601.00000000013,0.21348092851638364
6,1904.0,008,106518.00000000015,175783.99999999977,0.6059595867655776
6,1904.0,012,1624.980819754434,175783.99999999977,0.009244190709930574
6,1904.0,014,67641.01918024554,175783.99999999977,0.38479622252449386
6,1905.0,008,44369.26291980519,112431.00000000004,0.39463549127736275
6,1905.0,014,68061.73708019474,112431.00000000004,0.6053645087226363
6,1906.0,008,118963.00000000025,118963.00000000025,1.0
6,1907.0,008,31589.029411764706,133353.99999999997,0.23688100403261028
6,1907.0,012,13340.00000000001,133353.99999999997,0.10003449465332882
