state_fip,puma,county_fip,population,puma_pop,share_of_puma_pop
2,400.0,150,13450.999999999996,104363.00000000016,0.128886674396098
2,400.0,164,1393.0000000000005,104363.00000000016,0.013347642363672934
2,400.0,180,9988.0,104363.00000000016,0.09570441631612722
2,400.0,185,9791.999999999995,104363.00000000016,0.09382635608405258
2,400.0,188,7715.000000000003,104363.00000000016,0.07392466678803782
2,400.0,195,3257.000000000005,104363.00000000016,0.03120837844830064
2,400.0,198,6407.0,104363.00000000016,0.06139148932092782
2,400.0,220,8640.000000000005,104363.00000000016,0.08278796125063473
2,400.0,275,2502.0,104363.00000000016,0.023974013778829625
2,400.0,282,649.0000000000001,104363.00000000016,0.006218679033757166
2,400.0,290,5377.000000000004,104363.00000000016,0.05152209116257673
4,100.0,13,155915.00000000003,155915.00000000003,1.0
4,101.0,13,166733.99999999956,166733.99999999956,1.0
4,102.0,13,148696.99999999974,148696.99999999974,1.0
4,103.0,13,116462.00000000003,116462.00000000003,1.0
4,104.0,13,112012.00000000006,112012.00000000006,1.0
4,105.0,13,139984.00000000015,139984.00000000015,1.0
4,106.0,13,116023.99999999983,116023.99999999983,1.0
4,107.0,13,113717.00000000003,113717.00000000003,1.0
4,108.0,13,113340.00000000001,113340.00000000001,1.0
4,109.0,13,118549.99999999985,118549.99999999985,1.0
4,110.0,13,136389.99999999988,136389.99999999988,1.0
4,111.0,13,115438.00000000004,115438.00000000004,1.0
4,112.0,13,127096.0,127096.0,1.0
4,113.0,13,108709.99999999999,108709.99999999999,1.0
4,114.0,13,113383.9999999999,113383.9999999999,1.0
4,115.0,13,109867.00000000003,109867.00000000003,1.0
4,116.0,13,114076.99999999983,114076.99999999983,1.0
4,117.0,13,107851.99999999999,107851.99999999999,1.0
4,118.0,13,115806.00000000003,115806.00000000003,1.0
4,119.0,13,116487.00000000012,116487.00000000012,1.0
4,120.0,13,110477.00000000001,110477.00000000001,1.0
4,121.0,13,154783.99999999997,154783.99999999997,1.0
4,122.0,13,116592.00000000007,116592.00000000007,1.0
4,123.0,13,134550.9999999999,134550.9999999999,1.0
4,124.0,13,115957.9999999999,115957.9999999999,1.0
4,125.0,13,115181.0000000002,115181.0000000002,1.0
4,126.0,13,129301.00000000012,129301.00000000012,1.0
4,127.0,13,114061.00000000019,114061.00000000019,1.0
4,128.0,13,109607.00000000013,109607.00000000013,1.0
4,129.0,13,125215.00000000016,125215.00000000016,1.0
4,130.0,13,122794.00000000012,122794.00000000012,1.0
4,131.0,13,119010.99999999985,119010.99999999985,1.0
4,132.0,13,128763.9999999998,128763.9999999998,1.0
4,133.0,13,119882.99999999985,119882.99999999985,1.0
4,134.0,13,141798.0000000005,141798.0000000005,1.0
4,201.0,19,103020.99999999981,103020.99999999981,1.0
4,202.0,19,127517.99999999978,127517.99999999978,1.0
4,203.0,19,116902.99999999999,116902.99999999999,1.0
4,204.0,19,102005.99999999985,102005.99999999985,1.0
4,205.0,19,121333.00000000001,121333.00000000001,1.0
4,206.0,19,95709.99999999988,95709.99999999988,1.0
4,207.0,19,102767.99999999996,102767.99999999996,1.0
4,208.0,19,107377.99999999983,107377.99999999983,1.0
4,209.0,19,117694.00000000006,117694.00000000006,1.0
4,300.0,1,71511.00000000038,180780.9999999992,0.3955670120200723
4,300.0,17,109270.00000000081,180780.9999999992,0.6044329879799386
4,400.0,5,141273.99999999985,141273.99999999985,1.0
4,500.0,25,228067.0,228067.0,1.0
4,600.0,12,20793.000000000004,228488.00000000212,0.09100259094569435
4,600.0,15,207695.00000000143,228488.00000000212,0.9089974090543026
4,700.0,27,209467.99999999916,209467.99999999916,1.0
4,800.0,7,53546.00000000001,112960.99999999993,0.4740220075955422
4,800.0,9,37996.00000000003,112960.99999999993,0.3363638777985327
4,800.0,11,9521.999999999998,112960.99999999993,0.08429457954515279
4,800.0,21,11896.999999999995,112960.99999999993,0.10531953506077321
4,803.0,21,148851.99999999997,148851.99999999997,1.0
4,805.0,21,129237.99999999965,129237.99999999965,1.0
4,807.0,21,142806.00000000047,142806.00000000047,1.0
4,900.0,3,125866.99999999996,172346.9999999993,0.7303115226838904
4,900.0,23,46480.000000000044,172346.9999999993,0.2696884773161136
5,100.0,7,265758.9999999995,265758.9999999995,1.0
5,200.0,143,232289.00000000003,232289.00000000003,1.0
5,300.0,5,41426.999999999985,155129.99999999916,0.2670469928447122
5,300.0,9,37330.99999999999,155129.99999999916,0.24064333139947267
5,300.0,15,27965.000000000062,155129.99999999916,0.1802681621865546
5,300.0,87,16211.000000000016,155129.99999999916,0.10449945207245603
5,300.0,89,16475.99999999998,155129.99999999916,0.10620769677045105
5,300.0,101,7812.0,155129.99999999916,0.05035776445561814
5,300.0,129,7908.000000000003,155129.99999999916,0.05097660027074096
5,400.0,23,25100.000000000022,134584.00000000102,0.18650062414551383
5,400.0,49,12231.000000000004,134584.00000000102,0.09088004517624615
5,400.0,63,37426.99999999996,134584.00000000102,0.278093978481838
5,400.0,65,13569.999999999929,134584.00000000102,0.10082922189858992
5,400.0,135,17139.00000000003,134584.00000000102,0.12734797598525752
5,400.0,137,12475.0,134584.00000000102,0.09269303929144554
5,400.0,141,16642.000000000025,134584.00000000102,0.12365511502110131
5,500.0,21,14888.999999999978,191650.9999999996,0.07768808928729831
5,500.0,31,97580.99999999972,191650.9999999996,0.5091598791553393
5,500.0,55,44936.99999999997,191650.9999999996,0.23447307866903938
5,500.0,75,16549.0,191650.9999999996,0.08634966684233339
5,500.0,121,17694.99999999996,191650.9999999996,0.09232928604598983
5,600.0,31,9764.000000000018,100561.99999999984,0.09709432986615256
5,600.0,35,48672.00000000002,100561.99999999984,0.48399992044708834
5,600.0,93,42126.0000000001,100561.99999999984,0.4189057496867621
5,700.0,37,16824.00000000001,101469.99999999935,0.1658027003055102
5,700.0,77,9193.999999999989,101469.99999999935,0.09060806149600915
5,700.0,95,7049.999999999992,101469.99999999935,0.06947866364442729
5,700.0,107,18606.00000000006,101469.99999999935,0.18336454124371912
5,700.0,111,23895.99999999993,101469.99999999935,0.23549817680102578
5,700.0,123,25900.000000000004,101469.99999999935,0.2552478565093148
5,800.0,67,17026.99999999996,110511.00000000044,0.15407515993882864
5,800.0,117,8188.999999999992,110511.00000000044,0.07410122069296232
5,800.0,145,78762.00000000007,110511.00000000044,0.7127073323017596
5,800.0,147,6533.0000000000055,110511.00000000044,0.05911628706644569
5,900.0,119,207796.00000000047,207796.00000000047,1.0
5,1000.0,119,185171.0000000004,185171.0000000004,1.0
5,1100.0,45,123624.00000000006,196152.0000000003,0.6302459317264156
5,1100.0,85,72528.00000000019,196152.0000000003,0.36975406827358415
5,1200.0,125,119414.99999999984,119414.99999999984,1.0
5,1300.0,29,20858.000000000004,142809.9999999997,0.14605419788530247
5,1300.0,71,26371.999999999975,142809.9999999997,0.1846649394300121
5,1300.0,105,10355.000000000007,142809.9999999997,0.07250892794622245
5,1300.0,115,63761.00000000018,142809.9999999997,0.44647433653105745
5,1300.0,149,21464.000000000022,142809.9999999997,0.1502975982074089
5,1400.0,33,62738.99999999993,190330.00000000006,0.32963274313035207
5,1400.0,131,127591.00000000015,190330.00000000006,0.670367256869648
5,1500.0,47,17738.000000000022,100268.00000000055,0.17690589220887945
5,1500.0,61,13310.999999999984,100268.00000000055,0.13275421869389945
5,1500.0,83,21668.000000000033,100268.00000000055,0.21610084972274218
5,1500.0,113,20093.999999999975,100268.00000000055,0.2004029201739325
5,1500.0,127,10375.999999999995,100268.00000000055,0.10348266645390292
5,1500.0,133,17080.99999999998,100268.00000000055,0.17035345274663788
5,1600.0,19,22385.99999999999,163488.0000000005,0.13692748091603005
5,1600.0,51,98555.0000000003,163488.0000000005,0.6028271188099433
5,1600.0,59,33596.999999999935,163488.0000000005,0.20550132119788506
5,1600.0,97,8949.999999999995,163488.0000000005,0.05474407907613994
5,1700.0,1,10468.0,97876.00000000033,0.10695165311210066
5,1700.0,53,18125.99999999999,97876.00000000033,0.18519351015570648
5,1700.0,69,69282.00000000025,97876.00000000033,0.7078548367321918
5,1800.0,1,7446.000000000008,100914.00000000048,0.0737855996194777
5,1800.0,3,20269.999999999996,100914.00000000048,0.20086410210674335
5,1800.0,11,10874.000000000035,100914.00000000048,0.10775511821947384
5,1800.0,17,10615.000000000016,100914.00000000048,0.10518857641159765
5,1800.0,25,8127.9999999999945,100914.00000000048,0.08054382939929004
5,1800.0,41,11709.000000000011,100914.00000000048,0.11602949045722055
5,1800.0,43,18417.000000000007,100914.00000000048,0.182501932338426
5,1800.0,79,13454.999999999998,100914.00000000048,0.13333135144776675
5,1900.0,13,5192.000000000008,99525.99999999994,0.05216727287342012
5,1900.0,27,23775.999999999964,99525.99999999994,0.23889234973775675
5,1900.0,39,7278.999999999992,99525.99999999994,0.07313666780539754
5,1900.0,103,23829.999999999964,99525.99999999994,0.2394349215280427
5,1900.0,139,39448.999999999956,99525.99999999994,0.3963687880553823
5,2000.0,57,21841.999999999967,103668.00000000019,0.21069182389937036
5,2000.0,73,6800.000000000001,103668.00000000019,0.06559401165258313
5,2000.0,81,12347.0,103668.00000000019,0.1191013620403594
5,2000.0,91,43572.00000000002,103668.00000000019,0.4203032758421108
5,2000.0,99,8350.999999999989,103668.00000000019,0.08055523401628249
5,2000.0,109,10756.00000000001,103668.00000000019,0.10375429254929187
6,101.0,1,141289.00000000006,141289.00000000006,1.0
6,102.0,1,173458.00000000006,173458.00000000006,1.0
6,103.0,1,133317.0,133317.0,1.0
6,104.0,1,136851.00000000006,136851.00000000006,1.0
6,105.0,1,174473.99999999988,174473.99999999988,1.0
6,106.0,1,144575.0,144575.0,1.0
6,107.0,1,159936.99999999988,159936.99999999988,1.0
6,108.0,1,148422.00000000015,148422.00000000015,1.0
6,109.0,1,207686.0000000001,207686.0000000001,1.0
6,110.0,1,236744.99999999977,236744.99999999977,1.0
6,300.0,3,1039.0000000000005,188734.0,0.005505102419277928
6,300.0,5,38429.000000000065,188734.0,0.20361461103987658
6,300.0,9,45514.00000000008,188734.0,0.24115421704621362
6,300.0,27,17977.000000000033,188734.0,0.09525045831699658
6,300.0,43,17419.99999999999,188734.0,0.09229921476787431
6,300.0,51,14309.999999999993,188734.0,0.07582099674674406
6,300.0,109,54045.00000000011,188734.0,0.2863553996630184
6,701.0,7,119623.99999999994,119623.99999999994,1.0
6,702.0,7,106193.00000000032,106193.00000000032,1.0
6,1100.0,11,21454.00000000011,126041.99999999984,0.1702131035686528
6,1100.0,21,27975.99999999994,126041.99999999984,0.22195776011170862
6,1100.0,103,63911.99999999979,126041.99999999984,0.5070690722140229
6,1100.0,105,12700.000000000007,126041.99999999984,0.10076006410561578
6,1301.0,13,123303.9999999999,123303.9999999999,1.0
6,1302.0,13,125194.99999999994,125194.99999999994,1.0
6,1303.0,13,136609.99999999977,136609.99999999977,1.0
6,1304.0,13,128831.0000000001,128831.0000000001,1.0
6,1305.0,13,133064.99999999997,133064.99999999997,1.0
6,1306.0,13,121441.00000000004,121441.00000000004,1.0
6,1307.0,13,135798.99999999985,135798.99999999985,1.0
6,1308.0,13,117714.99999999993,117714.99999999993,1.0
6,1309.0,13,120290.9999999999,120290.9999999999,1.0
6,1500.0,15,27494.99999999999,129347.99999999965,0.21256610075146165
6,1500.0,35,30817.99999999999,129347.99999999965,0.238256486377834
6,1500.0,49,8906.999999999987,129347.99999999965,0.06886074775025522
6,1500.0,63,18660.000000000044,129347.99999999965,0.14426199090824823
6,1500.0,93,43468.00000000009,129347.99999999965,0.3360546742122043
6,1700.0,17,188562.99999999953,188562.99999999953,1.0
6,1901.0,19,147454.99999999907,147454.99999999907,1.0
6,1902.0,19,189932.9999999998,189932.9999999998,1.0
6,1903.0,19,106601.00000000013,106601.00000000013,1.0
6,1904.0,19,175783.99999999977,175783.99999999977,1.0
6,1905.0,19,112431.00000000004,112431.00000000004,1.0
6,1906.0,19,118963.00000000025,118963.00000000025,1.0
6,1907.0,19,133353.99999999997,133353.99999999997,1.0
6,2300.0,23,135939.99999999994,135939.99999999994,1.0
6,2500.0,25,180700.99999999994,180700.99999999994,1.0
6,2901.0,29,202797.00000000047,202797.00000000047,1.0
6,2902.0,29,218385.00000000017,218385.00000000017,1.0
6,2903.0,29,164029.0000000002,164029.0000000002,1.0
6,2904.0,29,110703.99999999991,110703.99999999991,1.0
6,2905.0,29,191617.0000000013,191617.0000000013,1.0
6,3100.0,31,150691.00000000003,150691.00000000003,1.0
6,3300.0,33,64194.99999999984,151418.99999999983,0.42395604250457286
6,3300.0,45,87224.00000000003,151418.99999999983,0.5760439574954275
6,3701.0,37,138127.0000000002,138127.0000000002,1.0
6,3702.0,37,193950.99999999977,193950.99999999977,1.0
6,3703.0,37,164325.99999999997,164325.99999999997,1.0
6,3704.0,37,168422.0,168422.0,1.0
6,3705.0,37,182552.00000000038,182552.00000000038,1.0
6,3706.0,37,143913.00000000003,143913.00000000003,1.0
6,3707.0,37,153893.0000000001,153893.0000000001,1.0
6,3708.0,37,132925.99999999988,132925.99999999988,1.0
6,3709.0,37,110201.99999999997,110201.99999999997,1.0
6,3710.0,37,177571.9999999998,177571.9999999998,1.0
6,3711.0,37,168972.00000000006,168972.00000000006,1.0
6,3712.0,37,150388.99999999994,150388.99999999994,1.0
6,3713.0,37,111496.00000000001,111496.00000000001,1.0
6,3714.0,37,112352.00000000001,112352.00000000001,1.0
6,3715.0,37,118213.0,118213.0,1.0
6,3716.0,37,111463.0000000001,111463.0000000001,1.0
6,3717.0,37,192900.00000000026,192900.00000000026,1.0
6,3718.0,37,139636.00000000006,139636.00000000006,1.0
6,3719.0,37,200231.99999999988,200231.99999999988,1.0
6,3720.0,37,118091.99999999983,118091.99999999983,1.0
6,3721.0,37,135044.99999999988,135044.99999999988,1.0
6,3722.0,37,168549.00000000006,168549.00000000006,1.0
6,3723.0,37,148232.99999999997,148232.99999999997,1.0
6,3724.0,37,180392.99999999965,180392.99999999965,1.0
6,3725.0,37,185336.9999999997,185336.9999999997,1.0
6,3726.0,37,100193.0000000001,100193.0000000001,1.0
6,3727.0,37,158689.0000000004,158689.0000000004,1.0
6,3728.0,37,103103.99999999993,103103.99999999993,1.0
6,3729.0,37,205436.00000000017,205436.00000000017,1.0
6,3730.0,37,163151.99999999997,163151.99999999997,1.0
6,3731.0,37,110984.99999999967,110984.99999999967,1.0
6,3732.0,37,173773.9999999998,173773.9999999998,1.0
6,3733.0,37,114302.0,114302.0,1.0
6,3734.0,37,207117.9999999999,207117.9999999999,1.0
6,3735.0,37,198596.0000000004,198596.0000000004,1.0
6,3736.0,37,116809.00000000009,116809.00000000009,1.0
6,3737.0,37,128797.99999999994,128797.99999999994,1.0
6,3738.0,37,134902.99999999997,134902.99999999997,1.0
6,3739.0,37,168759.0000000001,168759.0000000001,1.0
6,3740.0,37,129269.99999999999,129269.99999999999,1.0
6,3741.0,37,144380.99999999997,144380.99999999997,1.0
6,3742.0,37,134133.00000000015,134133.00000000015,1.0
6,3743.0,37,118439.00000000009,118439.00000000009,1.0
6,3744.0,37,186849.9999999998,186849.9999999998,1.0
6,3745.0,37,129429.99999999993,129429.99999999993,1.0
6,3746.0,37,115871.99999999996,115871.99999999996,1.0
6,3747.0,37,156752.9999999998,156752.9999999998,1.0
6,3748.0,37,188787.9999999998,188787.9999999998,1.0
6,3749.0,37,113665.00000000004,113665.00000000004,1.0
6,3750.0,37,185980.9999999998,185980.9999999998,1.0
6,3751.0,37,163574.0000000002,163574.0000000002,1.0
6,3752.0,37,172512.00000000023,172512.00000000023,1.0
6,3753.0,37,111095.99999999984,111095.99999999984,1.0
6,3754.0,37,142347.0000000001,142347.0000000001,1.0
6,3755.0,37,121491.0000000001,121491.0000000001,1.0
6,3756.0,37,117300.99999999994,117300.99999999994,1.0
6,3757.0,37,161097.99999999968,161097.99999999968,1.0
6,3758.0,37,160362.0000000002,160362.0000000002,1.0
6,3759.0,37,115351.0,115351.0,1.0
6,3760.0,37,139192.99999999994,139192.99999999994,1.0
6,3761.0,37,125679.00000000003,125679.00000000003,1.0
6,3762.0,37,113569.99999999997,113569.99999999997,1.0
6,3763.0,37,145874.00000000003,145874.00000000003,1.0
6,3764.0,37,160974.99999999994,160974.99999999994,1.0
6,3765.0,37,134241.99999999997,134241.99999999997,1.0
6,3766.0,37,101648.0,101648.0,1.0
6,3767.0,37,184582.99999999977,184582.99999999977,1.0
6,3768.0,37,111700.99999999996,111700.99999999996,1.0
6,3769.0,37,98540.00000000004,98540.00000000004,1.0
6,3900.0,39,155433.00000000023,155433.00000000023,1.0
6,4101.0,41,109978.00000000003,109978.00000000003,1.0
6,4102.0,41,149965.00000000015,149965.00000000015,1.0
6,4701.0,47,112598.99999999993,112598.99999999993,1.0
6,4702.0,47,158783.00000000035,158783.00000000035,1.0
6,5301.0,53,182837.00000000006,182837.00000000006,1.0
6,5302.0,53,169293.99999999988,169293.99999999988,1.0
6,5303.0,53,81279.00000000001,141655.0,0.5737813702304897
6,5303.0,69,60376.00000000001,141655.0,0.42621862976951047
6,5500.0,55,139622.99999999988,139622.99999999988,1.0
6,5700.0,57,99243.99999999997,102284.00000000029,0.9702788314887929
6,5700.0,91,3039.9999999999945,102284.00000000029,0.02972116851120396
6,5901.0,59,181800.99999999983,181800.99999999983,1.0
6,5902.0,59,108897.00000000001,108897.00000000001,1.0
6,5903.0,59,210277.00000000052,210277.00000000052,1.0
6,5904.0,59,243354.99999999994,243354.99999999994,1.0
6,5905.0,59,220638.99999999994,220638.99999999994,1.0
6,5906.0,59,186474.00000000032,186474.00000000032,1.0
6,5907.0,59,194612.00000000015,194612.00000000015,1.0
6,5908.0,59,181226.9999999996,181226.9999999996,1.0
6,5909.0,59,152244.00000000003,152244.00000000003,1.0
6,5910.0,59,197716.00000000003,197716.00000000003,1.0
6,5911.0,59,140770.00000000003,140770.00000000003,1.0
6,5912.0,59,170986.0000000001,170986.0000000001,1.0
6,5913.0,59,161394.0,161394.0,1.0
6,5914.0,59,198492.99999999983,198492.99999999983,1.0
6,5915.0,59,112123.00000000015,112123.00000000015,1.0
6,5916.0,59,156347.99999999962,156347.99999999962,1.0
6,5917.0,59,169142.9999999997,169142.9999999997,1.0
6,5918.0,59,181545.0000000002,181545.0000000002,1.0
6,6101.0,61,142410.00000000017,142410.00000000017,1.0
6,6102.0,61,126291.99999999994,126291.99999999994,1.0
6,6103.0,61,116809.99999999993,116809.99999999993,1.0
6,6501.0,65,184402.9999999995,184402.9999999995,1.0
6,6502.0,65,136539.0000000001,136539.0000000001,1.0
6,6503.0,65,143522.00000000012,143522.00000000012,1.0
6,6504.0,65,146818.00000000006,146818.00000000006,1.0
6,6505.0,65,209967.00000000023,209967.00000000023,1.0
6,6506.0,65,169584.00000000023,169584.00000000023,1.0
6,6507.0,65,165667.9999999995,165667.9999999995,1.0
6,6508.0,65,195166.99999999997,195166.99999999997,1.0
6,6509.0,65,132917.0,132917.0,1.0
6,6510.0,65,155820.00000000006,155820.00000000006,1.0
6,6511.0,65,179697.99999999994,179697.99999999994,1.0
6,6512.0,65,112268.00000000006,112268.00000000006,1.0
6,6513.0,65,155916.00000000035,155916.00000000035,1.0
6,6514.0,65,167930.00000000003,167930.00000000003,1.0
6,6515.0,65,155222.00000000035,155222.00000000035,1.0
6,6701.0,67,110107.99999999999,110107.99999999999,1.0
6,6702.0,67,119627.00000000003,119627.00000000003,1.0
6,6703.0,67,113670.00000000001,113670.00000000001,1.0
6,6704.0,67,135481.99999999997,135481.99999999997,1.0
6,6705.0,67,115419.99999999974,115419.99999999974,1.0
6,6706.0,67,124065.00000000017,124065.00000000017,1.0
6,6707.0,67,120745.00000000017,120745.00000000017,1.0
6,6708.0,67,141530.00000000015,141530.00000000015,1.0
6,6709.0,67,148374.00000000006,148374.00000000006,1.0
6,6710.0,67,162758.00000000023,162758.00000000023,1.0
6,6711.0,67,117131.00000000019,117131.00000000019,1.0
6,6712.0,67,115643.0,115643.0,1.0
6,7101.0,71,142402.99999999927,142402.99999999927,1.0
6,7102.0,71,170355.9999999997,170355.9999999997,1.0
6,7103.0,71,176111.99999999942,176111.99999999942,1.0
6,7104.0,71,114696.9999999996,114696.9999999996,1.0
6,7105.0,71,143531.00000000015,143531.00000000015,1.0
6,7106.0,71,105436.9999999999,105436.9999999999,1.0
6,7107.0,71,116469.99999999991,116469.99999999991,1.0
6,7108.0,71,171992.0000000002,171992.0000000002,1.0
6,7109.0,71,113129.0000000001,113129.0000000001,1.0
6,7110.0,71,109907.99999999999,109907.99999999999,1.0
6,7111.0,71,176645.99999999974,176645.99999999974,1.0
6,7112.0,71,127583.00000000013,127583.00000000013,1.0
6,7113.0,71,178589.00000000023,178589.00000000023,1.0
6,7114.0,71,174682.99999999985,174682.99999999985,1.0
6,7115.0,71,127494.99999999999,127494.99999999999,1.0
6,7301.0,73,200837.00000000003,200837.00000000003,1.0
6,7302.0,73,117732.00000000016,117732.00000000016,1.0
6,7303.0,73,114845.99999999999,114845.99999999999,1.0
6,7304.0,73,123167.99999999999,123167.99999999999,1.0
6,7305.0,73,127458.0,127458.0,1.0
6,7306.0,73,142982.00000000012,142982.00000000012,1.0
6,7307.0,73,113931.9999999998,113931.9999999998,1.0
6,7308.0,73,132487.0000000001,132487.0000000001,1.0
6,7309.0,73,179097.99999999985,179097.99999999985,1.0
6,7310.0,73,173018.00000000084,173018.00000000084,1.0
6,7311.0,73,122243.0,122243.0,1.0
