Senate District Number,STATEFIP_x,PUMA,PUMA Description_x,Assembly District Number,STATEFIP_y,PUMA Description_y,STATEFIP_y
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,113,37,Henderson & Transylvania Counties PUMA,37
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,56,06,Imperial County--El Centro City PUMA,06
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,27,55,Sheboygan County PUMA,55
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,57,18,Hancock & Shelby Counties PUMA,18
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,102,42,Lebanon County PUMA,42
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,26A,27,Olmsted County--Rochester City PUMA,27
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,4,39,Allen County PUMA,39
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
3,34,02500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
48,42,02500,Lebanon County PUMA,113,37,Henderson & Transylvania Counties PUMA,37
48,42,02500,Lebanon County PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
48,42,02500,Lebanon County PUMA,56,06,Imperial County--El Centro City PUMA,06
48,42,02500,Lebanon County PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
48,42,02500,Lebanon County PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
48,42,02500,Lebanon County PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
48,42,02500,Lebanon County PUMA,27,55,Sheboygan County PUMA,55
48,42,02500,Lebanon County PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
48,42,02500,Lebanon County PUMA,57,18,Hancock & Shelby Counties PUMA,18
48,42,02500,Lebanon County PUMA,102,42,Lebanon County PUMA,42
48,42,02500,Lebanon County PUMA,26A,27,Olmsted County--Rochester City PUMA,27
48,42,02500,Lebanon County PUMA,4,39,Allen County PUMA,39
48,42,02500,Lebanon County PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
48,42,02500,Lebanon County PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
48,42,02500,Lebanon County PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
12,39,02500,Allen County PUMA,113,37,Henderson & Transylvania Counties PUMA,37
12,39,02500,Allen County PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
12,39,02500,Allen County PUMA,56,06,Imperial County--El Centro City PUMA,06
12,39,02500,Allen County PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
12,39,02500,Allen County PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
12,39,02500,Allen County PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
12,39,02500,Allen County PUMA,27,55,Sheboygan County PUMA,55
12,39,02500,Allen County PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
12,39,02500,Allen County PUMA,57,18,Hancock & Shelby Counties PUMA,18
12,39,02500,Allen County PUMA,102,42,Lebanon County PUMA,42
12,39,02500,Allen County PUMA,26A,27,Olmsted County--Rochester City PUMA,27
12,39,02500,Allen County PUMA,4,39,Allen County PUMA,39
12,39,02500,Allen County PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
12,39,02500,Allen County PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
12,39,02500,Allen County PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
28,18,02500,Hancock & Shelby Counties PUMA,113,37,Henderson & Transylvania Counties PUMA,37
28,18,02500,Hancock & Shelby Counties PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
28,18,02500,Hancock & Shelby Counties PUMA,56,06,Imperial County--El Centro City PUMA,06
28,18,02500,Hancock & Shelby Counties PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
28,18,02500,Hancock & Shelby Counties PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
28,18,02500,Hancock & Shelby Counties PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
28,18,02500,Hancock & Shelby Counties PUMA,27,55,Sheboygan County PUMA,55
28,18,02500,Hancock & Shelby Counties PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
28,18,02500,Hancock & Shelby Counties PUMA,57,18,Hancock & Shelby Counties PUMA,18
28,18,02500,Hancock & Shelby Counties PUMA,102,42,Lebanon County PUMA,42
28,18,02500,Hancock & Shelby Counties PUMA,26A,27,Olmsted County--Rochester City PUMA,27
28,18,02500,Hancock & Shelby Counties PUMA,4,39,Allen County PUMA,39
28,18,02500,Hancock & Shelby Counties PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
28,18,02500,Hancock & Shelby Counties PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
28,18,02500,Hancock & Shelby Counties PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,113,37,Henderson & Transylvania Counties PUMA,37
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,56,06,Imperial County--El Centro City PUMA,06
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,27,55,Sheboygan County PUMA,55
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,57,18,Hancock & Shelby Counties PUMA,18
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,102,42,Lebanon County PUMA,42
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,26A,27,Olmsted County--Rochester City PUMA,27
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,4,39,Allen County PUMA,39
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
11,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",113,37,Henderson & Transylvania Counties PUMA,37
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",56,06,Imperial County--El Centro City PUMA,06
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",148,36,Cattaraugus & Allegany Counties PUMA,36
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",27,55,Sheboygan County PUMA,55
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",57,18,Hancock & Shelby Counties PUMA,18
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",102,42,Lebanon County PUMA,42
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",26A,27,Olmsted County--Rochester City PUMA,27
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",4,39,Allen County PUMA,39
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
31,13,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",57,26,Lenawee & Hillsdale Counties PUMA,26
26,27,02500,Olmsted County--Rochester City PUMA,113,37,Henderson & Transylvania Counties PUMA,37
26,27,02500,Olmsted County--Rochester City PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
26,27,02500,Olmsted County--Rochester City PUMA,56,06,Imperial County--El Centro City PUMA,06
26,27,02500,Olmsted County--Rochester City PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
26,27,02500,Olmsted County--Rochester City PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
26,27,02500,Olmsted County--Rochester City PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
26,27,02500,Olmsted County--Rochester City PUMA,27,55,Sheboygan County PUMA,55
26,27,02500,Olmsted County--Rochester City PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
26,27,02500,Olmsted County--Rochester City PUMA,57,18,Hancock & Shelby Counties PUMA,18
26,27,02500,Olmsted County--Rochester City PUMA,102,42,Lebanon County PUMA,42
26,27,02500,Olmsted County--Rochester City PUMA,26A,27,Olmsted County--Rochester City PUMA,27
26,27,02500,Olmsted County--Rochester City PUMA,4,39,Allen County PUMA,39
26,27,02500,Olmsted County--Rochester City PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
26,27,02500,Olmsted County--Rochester City PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
26,27,02500,Olmsted County--Rochester City PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",113,37,Henderson & Transylvania Counties PUMA,37
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",56,06,Imperial County--El Centro City PUMA,06
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",148,36,Cattaraugus & Allegany Counties PUMA,36
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",27,55,Sheboygan County PUMA,55
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",57,18,Hancock & Shelby Counties PUMA,18
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",102,42,Lebanon County PUMA,42
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",26A,27,Olmsted County--Rochester City PUMA,27
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",4,39,Allen County PUMA,39
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
1,22,02500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",57,26,Lenawee & Hillsdale Counties PUMA,26
48,37,02500,Henderson & Transylvania Counties PUMA,113,37,Henderson & Transylvania Counties PUMA,37
48,37,02500,Henderson & Transylvania Counties PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
48,37,02500,Henderson & Transylvania Counties PUMA,56,06,Imperial County--El Centro City PUMA,06
48,37,02500,Henderson & Transylvania Counties PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
48,37,02500,Henderson & Transylvania Counties PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
48,37,02500,Henderson & Transylvania Counties PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
48,37,02500,Henderson & Transylvania Counties PUMA,27,55,Sheboygan County PUMA,55
48,37,02500,Henderson & Transylvania Counties PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
48,37,02500,Henderson & Transylvania Counties PUMA,57,18,Hancock & Shelby Counties PUMA,18
48,37,02500,Henderson & Transylvania Counties PUMA,102,42,Lebanon County PUMA,42
48,37,02500,Henderson & Transylvania Counties PUMA,26A,27,Olmsted County--Rochester City PUMA,27
48,37,02500,Henderson & Transylvania Counties PUMA,4,39,Allen County PUMA,39
48,37,02500,Henderson & Transylvania Counties PUMA,154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
48,37,02500,Henderson & Transylvania Counties PUMA,60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
48,37,02500,Henderson & Transylvania Counties PUMA,57,26,Lenawee & Hillsdale Counties PUMA,26
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",113,37,Henderson & Transylvania Counties PUMA,37
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",56,06,Imperial County--El Centro City PUMA,06
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",148,36,Cattaraugus & Allegany Counties PUMA,36
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",27,55,Sheboygan County PUMA,55
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",57,18,Hancock & Shelby Counties PUMA,18
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",102,42,Lebanon County PUMA,42
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",26A,27,Olmsted County--Rochester City PUMA,27
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",4,39,Allen County PUMA,39
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",154,29,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",60,21,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",57,26,Lenawee & Hillsdale Counties PUMA,26
9,55,02500,Sheboygan County PUMA,113,37,Henderson & Transylvania Counties PUMA,37
9,55,02500,Sheboygan County PUMA,93,01,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA",01
9,55,02500,Sheboygan County PUMA,56,06,Imperial County--El Centro City PUMA,06
9,55,02500,Sheboygan County PUMA,148,36,Cattaraugus & Allegany Counties PUMA,36
9,55,02500,Sheboygan County PUMA,16,13,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",13
9,55,02500,Sheboygan County PUMA,103,22,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",22
9,55,02500,Sheboygan County PUMA,27,55,Sheboygan County PUMA,55
9,55,02500,Sheboygan County PUMA,3,34,Salem & Cumberland (North) Counties--Bridgeton City PUMA,34
