state_fip,puma,lower_leg_district,upper_leg_district,P001001,puma_pop,share_of_puma_pop
1,100,1,1,23533.0,186695.0,0.12605051019041752
1,100,1,6,22435.0,186695.0,0.12016926002303221
1,100,2,1,38960.0,186695.0,0.2086826106751654
1,100,3,6,41624.0,186695.0,0.22295187337636252
1,100,7,6,6704.0,186695.0,0.03590883526607568
1,100,17,4,7294.0,186695.0,0.0390690698733228
1,100,17,6,560.0,186695.0,0.0029995447119633627
1,100,18,1,3119.0,186695.0,0.016706392779667373
1,100,18,6,42466.0,186695.0,0.22746190310399314
1,200,2,1,6526.0,171821.0,0.03798138760686994
1,200,4,1,4219.0,171821.0,0.0245546237072302
1,200,4,3,6186.0,171821.0,0.03600258408459967
1,200,5,1,34806.0,171821.0,0.20257128057687943
1,200,5,2,6953.0,171821.0,0.040466532030427015
1,200,5,3,3644.0,171821.0,0.021208117750449597
1,200,6,1,13069.0,171821.0,0.07606171538985339
1,200,6,2,17458.0,171821.0,0.10160574085821873
1,200,10,2,1950.0,171821.0,0.011349020201255958
1,200,10,3,8321.0,171821.0,0.048428306202385044
1,200,19,1,2200.0,171821.0,0.012804022791160568
1,200,19,2,8413.0,171821.0,0.04896374715546994
1,200,19,7,3810.0,171821.0,0.022174239470146257
1,200,20,7,582.0,171821.0,0.003387246029297932
1,200,21,1,3516.0,171821.0,0.020463156424418434
1,200,21,7,20013.0,171821.0,0.11647586732704385
1,200,22,7,9829.0,171821.0,0.05720488182468965
1,200,22,8,13522.0,171821.0,0.07869818008276054
1,200,25,2,6804.0,171821.0,0.03959935048684387
1,301,6,2,14848.0,118924.0,0.12485284719652888
1,301,10,2,18590.0,118924.0,0.15631832094446874
1,301,19,1,5541.0,118924.0,0.04659278194477145
1,301,19,2,2611.0,118924.0,0.021955198277891764
1,301,19,7,13252.0,118924.0,0.11143251151996234
1,301,21,1,199.0,118924.0,0.0016733375937573577
1,301,25,2,38534.0,118924.0,0.32402206451178905
1,301,53,1,960.0,118924.0,0.00807238236184454
1,301,53,2,17725.0,118924.0,0.14904476808718173
1,301,53,7,6664.0,118924.0,0.056035787561804176
1,302,10,2,1935.0,101522.0,0.01905990819723804
1,302,10,3,1.0,101522.0,9.850081755678572e-06
1,302,10,7,6200.0,101522.0,0.06107050688520715
1,302,10,8,6428.0,101522.0,0.06331632552550186
1,302,10,9,495.0,101522.0,0.004875790469060893
1,302,19,7,9268.0,101522.0,0.091290557711629
1,302,20,7,15259.0,101522.0,0.15030239750989932
1,302,20,8,9047.0,101522.0,0.08911368964362404
1,302,20,9,10220.0,101522.0,0.100667835543035
1,302,21,7,21718.0,101522.0,0.21392407556982723
1,302,22,7,327.0,101522.0,0.0032209767341068933
1,302,53,2,2101.0,101522.0,0.02069502176868068
1,302,53,7,18523.0,101522.0,0.18245306436043418
1,400,22,8,8837.0,124336.0,0.0710735426586025
1,400,23,8,45847.0,124336.0,0.36873471882640585
1,400,23,9,125.0,124336.0,0.001005340368035002
1,400,24,8,44908.0,124336.0,0.3611826019817269
1,400,24,9,1055.0,124336.0,0.008485072706215416
1,400,24,10,9.0,124336.0,7.238450649852014e-05
1,400,26,9,5177.0,124336.0,0.04163717668253764
1,400,26,10,1556.0,124336.0,0.012514476901299703
1,400,27,9,3503.0,124336.0,0.028173658473812892
1,400,29,8,70.0,124336.0,0.000562990606099601
1,400,29,9,3031.0,124336.0,0.024377493244112727
1,400,29,10,5627.0,124336.0,0.04525640200746365
1,400,39,8,4444.0,124336.0,0.035741860764380386
1,400,39,10,147.0,124336.0,0.0011822802728091624
1,500,9,9,1276.0,118345.0,0.010782035573957497
1,500,10,8,91.0,118345.0,0.0007689382736913262
1,500,10,9,1177.0,118345.0,0.00994549833115045
1,500,11,9,4022.0,118345.0,0.033985381722928726
1,500,20,7,10560.0,118345.0,0.08923063923275171
1,500,20,8,138.0,118345.0,0.001166082217246187
1,500,20,9,2.0,118345.0,1.6899742278930245e-05
1,500,22,7,1906.0,118345.0,0.016105454391820526
1,500,22,8,4045.0,118345.0,0.03417972875913642
1,500,22,9,7407.0,118345.0,0.06258819553001817
1,500,26,9,38988.0,118345.0,0.3294435759854662
1,500,27,9,39814.0,118345.0,0.3364231695466644
1,500,34,9,8919.0,118345.0,0.07536440069288944
1,600,3,6,4348.0,153829.0,0.028265151564399432
1,600,4,003,34678.0,153829.0,0.22543213568312867
1,600,7,4,29991.0,153829.0,0.19496323840108173
1,600,7,003,3226.0,153829.0,0.020971338304220922
1,600,8,003,45083.0,153829.0,0.2930721775477966
1,600,9,003,32185.0,153829.0,0.2092258286798978
1,600,11,003,4318.0,153829.0,0.028070129819474873
1,700,7,004,5168.0,104890.0,0.04927066450567261
1,700,9,4,11622.0,104890.0,0.11080179235389456
1,700,11,4,23714.0,104890.0,0.22608446944417962
1,700,12,4,45070.0,104890.0,0.42968824482791496
1,700,14,004,4624.0,104890.0,0.044084278768233384
1,700,14,005,8041.0,104890.0,0.0766612641815235
1,700,17,004,2681.0,104890.0,0.025560110592048813
1,700,17,005,3970.0,104890.0,0.03784917532653256
1,800,11,9,4194.0,140915.0,0.029762622857751126
1,800,11,17,9034.0,140915.0,0.06410956959869425
1,800,13,17,5117.0,140915.0,0.03631267075896817
1,800,27,9,2510.0,140915.0,0.01781215626441472
1,800,30,011,4882.0,140915.0,0.034644998758116594
1,800,30,017,13611.0,140915.0,0.09659014299400348
1,800,34,9,4455.0,140915.0,0.031614803250186285
1,800,34,17,32012.0,140915.0,0.22717240889898166
1,800,36,011,19139.0,140915.0,0.13581946563531208
1,800,50,011,45961.0,140915.0,0.3261611609835717
1,900,28,10,45887.0,104430.0,0.43940438571291773
1,900,29,10,31820.0,104430.0,0.30470171406683905
1,900,30,10,26723.0,104430.0,0.2558939002202432
1,1000,32,011,7362.0,160097.0,0.045984621823019795
1,1000,32,012,2771.0,160097.0,0.017308256869273002
1,1000,32,015,10840.0,160097.0,0.06770895144818453
1,1000,33,13,3550.0,160097.0,0.022174056977957112
1,1000,33,011,22810.0,160097.0,0.14247612384991598
1,1000,33,015,12181.0,160097.0,0.07608512339394242
1,1000,35,13,10382.0,160097.0,0.06484818578736641
1,1000,35,011,9559.0,160097.0,0.059707552296420295
1,1000,35,012,11707.0,160097.0,0.07312441832139266
1,1000,35,015,854.0,160097.0,0.005334266101176162
1,1000,36,011,1569.0,160097.0,0.009800308562933721
1,1000,36,012,2638.0,160097.0,0.016477510509253765
1,1000,37,13,6162.0,160097.0,0.03848916594314697
1,1000,37,013,22913.0,160097.0,0.1431194838129384
1,1000,39,10,25989.0,160097.0,0.16233283571834575
1,1000,39,13,8810.0,160097.0,0.055029138584733
1,1100,29,12,5362.0,118572.0,0.0452214688121985
1,1100,32,12,24738.0,118572.0,0.2086327294808218
1,1100,35,12,13459.0,118572.0,0.11350909152245049
1,1100,36,12,22623.0,118572.0,0.19079546604594677
1,1100,39,12,6578.0,118572.0,0.055476841075464696
1,1100,40,12,45812.0,118572.0,0.38636440306311776
1,1200,15,014,5525.0,195085.0,0.02832098828715688
1,1200,41,011,20767.0,195085.0,0.10645103416459492
1,1200,41,014,10550.0,195085.0,0.054078991208960196
1,1200,41,015,13775.0,195085.0,0.07061024681549069
1,1200,43,014,6381.0,195085.0,0.03270881923264218
1,1200,43,015,8311.0,195085.0,0.04260194274290694
1,1200,43,016,30405.0,195085.0,0.1558551400671502
1,1200,45,015,23574.0,195085.0,0.12083963400568982
1,1200,48,015,5712.0,195085.0,0.029279544813799113
1,1200,48,016,3231.0,195085.0,0.01656201143091473
1,1200,49,011,1690.0,195085.0,0.008662890534895046
1,1200,49,014,19340.0,195085.0,0.09913627393187585
1,1200,73,011,2375.0,195085.0,0.012174180485429429
1,1200,73,014,38212.0,195085.0,0.19587359356178077
1,1200,73,015,5237.0,195085.0,0.02684470871671323
1,1301,52,18,19359.0,100833.0,0.19199071732468537
1,1301,52,19,4442.0,100833.0,0.04405303819186179
1,1301,54,18,904.0,100833.0,0.008965318893616177
1,1301,54,20,842.0,100833.0,0.008350440827903564
1,1301,55,18,11230.0,100833.0,0.11137226899923636
1,1301,55,19,22859.0,100833.0,0.2267015758729781
1,1301,56,19,5787.0,100833.0,0.05739192526256285
1,1301,57,18,1848.0,100833.0,0.018327333313498558
1,1301,57,19,12872.0,100833.0,0.12765662035246397
1,1301,60,18,3535.0,100833.0,0.035057967133775646
1,1301,60,19,381.0,100833.0,0.0037785248876855792
1,1301,60,20,16774.0,100833.0,0.16635426893973204
1,1302,45,18,211.0,102098.0,0.002066641853905072
1,1302,46,15,2.0,102098.0,1.9589022311896412e-05
1,1302,52,18,5686.0,102098.0,0.055691590432721504
1,1302,54,15,3661.0,102098.0,0.03585770534192639
1,1302,54,18,38366.0,102098.0,0.3757762150091089
1,1302,54,20,997.0,102098.0,0.009765127622480363
1,1302,55,18,11185.0,102098.0,0.10955160727928069
1,1302,58,20,15950.0,102098.0,0.15622245293737388
1,1302,59,18,5155.0,102098.0,0.050490705008913006
1,1302,59,20,20090.0,102098.0,0.19677172912299948
1,1302,60,18,535.0,102098.0,0.005240063468432291
1,1302,60,20,260.0,102098.0,0.0025465729005465336
1,1303,15,16,3538.0,170145.0,0.02079402862264539
1,1303,44,15,568.0,170145.0,0.003338329072261894
1,1303,45,15,12130.0,170145.0,0.0712921331805225
1,1303,45,18,1188.0,170145.0,0.006982279820153398
1,1303,45,20,7727.0,170145.0,0.04541420553057686
1,1303,46,15,13881.0,170145.0,0.08158335537335802
1,1303,46,16,26620.0,170145.0,0.1564547885626965
1,1303,46,18,4685.0,170145.0,0.027535337506244675
1,1303,47,16,45578.0,170145.0,0.2678773986893532
1,1303,48,15,19000.0,170145.0,0.11166945840312674
1,1303,48,16,17841.0,170145.0,0.10485762144053601
1,1303,52,15,283.0,170145.0,0.001663287196214993
1,1303,52,16,444.0,170145.0,0.0026095389226835934
1,1303,52,18,14868.0,170145.0,0.08738428987040466
1,1303,54,15,320.0,170145.0,0.0018807487731052925
1,1303,56,18,264.0,170145.0,0.0015516177378118664
1,1303,58,20,1210.0,170145.0,0.007111581298304388
1,1304,14,5,1941.0,174673.0,0.011112192496836946
1,1304,14,17,3397.0,174673.0,0.019447768115278263
1,1304,16,5,801.0,174673.0,0.004585711586793609
1,1304,16,17,1374.0,174673.0,0.00786612699157855
1,1304,16,19,2160.0,174673.0,0.012365963829555798
1,1304,44,15,7313.0,174673.0,0.04186680253960257
1,1304,44,17,29257.0,174673.0,0.1674958350746824
1,1304,44,20,7957.0,174673.0,0.04555369175545162
1,1304,45,20,279.0,174673.0,0.0015972703279842906
1,1304,51,17,41420.0,174673.0,0.2371288063982413
1,1304,51,20,3670.0,174673.0,0.02101068854373601
1,1304,57,19,3843.0,174673.0,0.022001110646751358
1,1304,58,20,28076.0,174673.0,0.16073462985120768
1,1304,59,20,19967.0,174673.0,0.11431074064108362
1,1304,60,19,11555.0,174673.0,0.0661521815048691
1,1304,60,20,11663.0,174673.0,0.06677047969634689
1,1305,15,5,6984.0,110717.0,0.06307974385144106
1,1305,15,16,7585.0,110717.0,0.06850799786843935
1,1305,15,18,9219.0,110717.0,0.08326634572829827
1,1305,15,19,12228.0,110717.0,0.11044374395982551
1,1305,16,5,8381.0,110717.0,0.07569749902905606
1,1305,56,18,6978.0,110717.0,0.06302555163163742
1,1305,56,19,32048.0,110717.0,0.28945871004452794
1,1305,57,19,26507.0,110717.0,0.23941219505586314
1,1305,60,19,787.0,110717.0,0.007108212830911242
1,1400,13,005,39953.0,121750.0,0.32815605749486654
1,1400,14,005,27070.0,121750.0,0.22234086242299794
1,1400,16,5,17241.0,121750.0,0.14160985626283368
1,1400,16,21,6909.0,121750.0,0.056747433264887064
1,1400,17,4,5050.0,121750.0,0.04147843942505133
1,1400,17,6,17872.0,121750.0,0.14679260780287473
1,1400,17,21,7655.0,121750.0,0.06287474332648871
1,1500,16,005,7848.0,103773.0,0.07562660807724553
1,1500,16,021,378.0,103773.0,0.0036425659853719177
1,1500,61,005,7560.0,103773.0,0.07285131970743836
1,1500,61,021,27551.0,103773.0,0.26549295096026904
1,1500,61,024,6533.0,103773.0,0.06295471847204957
1,1500,62,021,35691.0,103773.0,0.3439333930791246
1,1500,63,005,5450.0,103773.0,0.0525184778314205
1,1500,63,021,3070.0,103773.0,0.02958380310870843
1,1500,70,024,309.0,103773.0,0.0029776531467722816
1,1500,71,021,4575.0,103773.0,0.04408661212454106
1,1500,71,024,4808.0,103773.0,0.04633189750705868
1,1600,61,021,4062.0,110629.0,0.036717316436015876
1,1600,62,021,4639.0,110629.0,0.041932947057281546
1,1600,62,024,5259.0,110629.0,0.047537264189317446
1,1600,63,005,66.0,110629.0,0.0005965885979264026
1,1600,63,021,37202.0,110629.0,0.33627710636451563
1,1600,70,021,3357.0,110629.0,0.030344665503620208
1,1600,70,024,42176.0,110629.0,0.3812381925173327
1,1600,71,021,700.0,110629.0,0.00632745482649215
1,1600,71,024,13168.0,110629.0,0.11902846450749803
1,1700,49,14,15913.0,136921.0,0.11622030221806735
1,1700,67,23,43820.0,136921.0,0.32003856238268785
1,1700,67,023,1256.0,136921.0,0.00917317285149831
1,1700,68,23,5853.0,136921.0,0.04274727762724491
1,1700,68,24,3174.0,136921.0,0.023181250502114358
1,1700,71,23,1325.0,136921.0,0.009677113079805143
1,1700,71,24,6744.0,136921.0,0.04925467970581576
1,1700,71,024,13763.0,136921.0,0.1005178168432892
1,1700,72,14,7002.0,136921.0,0.051138977950789144
1,1700,72,23,1047.0,136921.0,0.0076467452034384795
1,1700,72,24,27689.0,136921.0,0.20222610118243367
1,1700,72,023,9335.0,136921.0,0.06817800045281586
1,1800,33,30,7182.0,131013.0,0.05481898742872845
1,1800,37,13,16900.0,131013.0,0.1289948325738667
1,1800,38,13,17315.0,131013.0,0.13216245716073977
1,1800,42,14,22700.0,131013.0,0.1732652484867914
1,1800,42,30,7330.0,131013.0,0.055948646317541005
1,1800,49,14,8212.0,131013.0,0.06268080266843748
1,1800,81,14,1692.0,131013.0,0.0129147489180463
1,1800,81,30,8066.0,131013.0,0.061566409440284554
1,1800,81,027,26471.0,131013.0,0.20204865166052224
1,1800,81,030,9746.0,131013.0,0.07438956439437308
1,1800,82,027,5399.0,131013.0,0.041209650950669016
1,1900,38,13,22535.0,140247.0,0.1606807988762683
1,1900,38,27,6104.0,140247.0,0.043523212617738706
1,1900,79,13,641.0,140247.0,0.004570507747046283
1,1900,79,27,45330.0,140247.0,0.32321546984962246
1,1900,80,13,23852.0,140247.0,0.1700713740757378
1,1900,82,27,19078.0,140247.0,0.1360314302623229
1,1900,83,13,3436.0,140247.0,0.02449963279071923
1,1900,83,27,19271.0,140247.0,0.13740757378054433
1,2000,69,26,3754.0,196534.0,0.019101020688532266
1,2000,69,026,4635.0,196534.0,0.02358370561836629
1,2000,74,25,38912.0,196534.0,0.19799118727548415
1,2000,74,26,3569.0,196534.0,0.018159707735048387
1,2000,74,025,3158.0,196534.0,0.016068466524876104
1,2000,75,25,2948.0,196534.0,0.01499994911821873
1,2000,75,025,14239.0,196534.0,0.07245056834949679
1,2000,76,26,21831.0,196534.0,0.11108001668922425
1,2000,76,025,8425.0,196534.0,0.04286790071946839
1,2000,76,026,15671.0,196534.0,0.07973683942727466
1,2000,77,26,45866.0,196534.0,0.23337437797022398
1,2000,78,25,4850.0,196534.0,0.02467766391565836
1,2000,78,26,24914.0,196534.0,0.12676686985457986
1,2000,78,026,3762.0,196534.0,0.019141726113547784
1,2100,31,25,25226.0,178002.0,0.14171750879203604
1,2100,31,30,20734.0,178002.0,0.11648183728272717
1,2100,42,30,15941.0,178002.0,0.08955517353737598
1,2100,69,23,11299.0,178002.0,0.06347681486724868
1,2100,69,30,6735.0,178002.0,0.03783665352074696
1,2100,69,025,2764.0,178002.0,0.015527915416680712
1,2100,69,026,5101.0,178002.0,0.02865698138223166
1,2100,75,25,6037.0,178002.0,0.03391534926573859
1,2100,75,30,15165.0,178002.0,0.08519567195874203
1,2100,75,025,7585.0,178002.0,0.042611880765384656
1,2100,77,26,4.0,178002.0,2.2471657621824474e-05
1,2100,78,25,3551.0,178002.0,0.019949214053774676
1,2100,78,26,3557.0,178002.0,0.019982921540207414
1,2100,78,025,2424.0,178002.0,0.01361782451882563
1,2100,78,026,2785.0,178002.0,0.01564589161919529
1,2100,88,30,45971.0,178002.0,0.25826114313322324
1,2100,90,025,3123.0,178002.0,0.01754474668823946
1,2200,64,22,6446.0,143558.0,0.04490171219994706
1,2200,64,23,254.0,143558.0,0.0017693197174661114
1,2200,65,22,13939.0,143558.0,0.09709664386519734
1,2200,65,24,13859.0,143558.0,0.09653937781245212
1,2200,65,022,17581.0,143558.0,0.12246618091642403
1,2200,66,22,33354.0,143558.0,0.2323381490408058
1,2200,68,22,12536.0,143558.0,0.08732359046517783
1,2200,68,23,23642.0,143558.0,0.16468605023753466
1,2200,69,023,11670.0,143558.0,0.0812911854442107
1,2200,90,23,5312.0,143558.0,0.0370024659022834
1,2200,92,22,4965.0,143558.0,0.034585324398500955
1,2300,90,23,20947.0,122566.0,0.17090383956399002
1,2300,90,25,13906.0,122566.0,0.1134572393649136
1,2300,90,31,2507.0,122566.0,0.02045428585415205
1,2300,91,31,45070.0,122566.0,0.3677202486823426
1,2300,92,31,40136.0,122566.0,0.32746438653460175
1,2400,80,027,7827.0,145669.0,0.053731404760106814
1,2400,80,028,14286.0,145669.0,0.09807165560277066
1,2400,82,28,21452.0,145669.0,0.1472653756118323
1,2400,83,027,8217.0,145669.0,0.05640870741200942
1,2400,83,028,15047.0,145669.0,0.10329582821327805
1,2400,84,28,38371.0,145669.0,0.26341225655424283
1,2400,84,028,7570.0,145669.0,0.05196713096128895
1,2400,89,031,32899.0,145669.0,0.22584764088447096
1,2500,85,28,39077.0,195890.0,0.19948440451273675
1,2500,85,29,6882.0,195890.0,0.03513196181530451
1,2500,86,28,2094.0,195890.0,0.010689672775537291
1,2500,86,29,43732.0,195890.0,0.22324774107917708
1,2500,87,29,45961.0,195890.0,0.23462657613967022
1,2500,89,29,2707.0,195890.0,0.013818980039818265
1,2500,89,31,10072.0,195890.0,0.05141661136352034
1,2500,93,29,38531.0,195890.0,0.19669712593802643
1,2500,93,31,6834.0,195890.0,0.034886926336209094
1,2600,64,22,31067.0,182265.0,0.17044962005870573
1,2600,64,32,8010.0,182265.0,0.04394700024689326
1,2600,66,22,10698.0,182265.0,0.058694757633116615
1,2600,66,32,1919.0,182265.0,0.010528625901846212
1,2600,94,22,1225.0,182265.0,0.006720983183825748
1,2600,94,32,44740.0,182265.0,0.24546676542397058
1,2600,95,32,45971.0,182265.0,0.2522206677091049
1,2600,96,22,3852.0,182265.0,0.021134063040079004
1,2600,96,32,34783.0,182265.0,0.19083751680245795
1,2701,96,34,974.0,110765.0,0.008793391414255405
1,2701,97,33,42992.0,110765.0,0.3881370469010969
1,2701,97,34,1275.0,110765.0,0.011510856317428791
1,2701,98,33,14420.0,110765.0,0.13018552791946914
1,2701,98,34,4236.0,110765.0,0.0382431273416693
1,2701,99,33,19671.0,110765.0,0.17759219970207196
1,2701,103,33,26457.0,110765.0,0.23885703967859884
1,2701,103,35,740.0,110765.0,0.006680810725409651
1,2702,98,33,5292.0,107285.0,0.04932656009693806
1,2702,99,33,17497.0,107285.0,0.16308896863494432
1,2702,99,34,2672.0,107285.0,0.024905625203896165
1,2702,100,34,3425.0,107285.0,0.0319243137437666
1,2702,100,35,3652.0,107285.0,0.034040173369995805
1,2702,101,33,3566.0,107285.0,0.03323857016358298
1,2702,101,34,24244.0,107285.0,0.22597753646828542
1,2702,101,35,9654.0,107285.0,0.08998462040359789
1,2702,102,34,2336.0,107285.0,0.021773780118376287
1,2702,103,33,9.0,107285.0,8.388870764785384e-05
1,2702,103,35,17906.0,107285.0,0.16690124434916345
1,2702,104,35,17032.0,107285.0,0.15875471873980518
1,2703,96,34,5791.0,194942.0,0.02970627160899139
1,2703,97,33,943.0,194942.0,0.004837336233341199
1,2703,98,33,5508.0,194942.0,0.0282545577658996
1,2703,98,34,15624.0,194942.0,0.08014691549281325
1,2703,99,33,1192.0,194942.0,0.006114639226026203
1,2703,99,34,4074.0,194942.0,0.020898523663448614
1,2703,100,34,22214.0,194942.0,0.11395184208636415
1,2703,100,35,15799.0,194942.0,0.08104461839931877
1,2703,101,34,7644.0,194942.0,0.03921166295616132
1,2703,102,34,43024.0,194942.0,0.22070154199710684
1,2703,104,35,28050.0,194942.0,0.1438889515855998
1,2703,105,35,45079.0,194942.0,0.23124313898492885
2,101,12,00F,7739.0,132542.0,0.058389038946145375
2,101,13,00G,17678.0,132542.0,0.13337659006201807
2,101,14,00G,17818.0,132542.0,0.13443285901827345
2,101,15,00H,17672.0,132542.0,0.13333132139246429
2,101,16,00H,12311.0,132542.0,0.09288376514614236
2,101,17,00I,4783.0,132542.0,0.03608667441263901
2,101,18,00I,8979.0,132542.0,0.06774456398726442
2,101,19,00J,17692.0,132542.0,0.13348221695764362
2,101,20,00J,17718.0,132542.0,0.13367838119237677
2,101,21,00K,2055.0,132542.0,0.015504519322177121
2,101,25,00M,6.0,132542.0,4.5268669553801814e-05
2,101,27,00N,8091.0,132542.0,0.06104480089330175
2,102,16,00H,5495.0,159284.0,0.03449812912784712
2,102,17,00I,13014.0,159284.0,0.08170312146857187
2,102,18,00I,8946.0,159284.0,0.05616383315336129
2,102,21,00K,15587.0,159284.0,0.09785665854699782
2,102,22,00K,17755.0,159284.0,0.11146756736395369
2,102,23,00L,17809.0,159284.0,0.11180658446548304
2,102,24,00L,17702.0,159284.0,0.11113482835689711
2,102,25,00M,17918.0,159284.0,0.11249089676301449
2,102,26,00M,17693.0,159284.0,0.11107832550664222
2,102,27,00N,9587.0,159284.0,0.06018809171040406
2,102,28,00N,17778.0,159284.0,0.1116119635368273
2,200,7,00D,17703.0,144395.0,0.12260119810242737
2,200,8,00D,17830.0,144395.0,0.12348072994217252
2,200,9,00E,7987.0,144395.0,0.055313549638145366
2,200,10,00E,17827.0,144395.0,0.12345995359950136
2,200,11,00F,17716.0,144395.0,0.122691228920669
2,200,12,00F,9932.0,144395.0,0.06878354513660445
2,200,29,00O,18026.0,144395.0,0.124838117663354
2,200,30,00O,18021.0,144395.0,0.12480349042556875
2,200,31,00P,17971.0,144395.0,0.12445721804771634
2,200,32,00P,1382.0,144395.0,0.009570968523840854
2,300,1,00A,17726.0,164300.0,0.10788800973828362
2,300,2,00A,17738.0,164300.0,0.10796104686548996
2,300,3,00B,17673.0,164300.0,0.10756542909312233
2,300,4,00B,17786.0,164300.0,0.10825319537431528
2,300,5,00C,17837.0,164300.0,0.10856360316494218
2,300,6,00C,15119.0,164300.0,0.09202069385270846
2,300,9,00E,9752.0,164300.0,0.05935483870967742
2,300,32,00P,2441.0,164300.0,0.014856968959220937
2,300,33,00Q,17083.0,164300.0,0.10397443700547779
2,300,34,00Q,17668.0,164300.0,0.10753499695678637
2,300,36,00R,13477.0,164300.0,0.08202678027997565
2,400,6,00C,2688.0,109710.0,0.024500957068635493
2,400,32,00P,14254.0,109710.0,0.12992434600309907
2,400,33,00Q,552.0,109710.0,0.005031446540880503
2,400,35,00R,17825.0,109710.0,0.16247379454926625
2,400,36,00R,4397.0,109710.0,0.040078388478716614
2,400,37,00S,17448.0,109710.0,0.15903746240087505
2,400,38,00S,17546.0,109710.0,0.15993072646066903
2,400,39,00T,17677.0,109710.0,0.16112478352018958
2,400,40,00T,17323.0,109710.0,0.1578980949776684
4,100,12,12,110780.0,111283.0,0.9954799924516773
4,100,16,16,11.0,111283.0,9.884708356173e-05
4,100,17,17,492.0,111283.0,0.004421160464761015
4,101,16,16,133490.0,146304.0,0.9124152449693789
4,101,25,25,12814.0,146304.0,0.08758475503062117
4,102,16,16,149.0,131113.0,0.0011364243057515272
4,102,25,25,123170.0,131113.0,0.9394186693920511
4,102,26,26,7794.0,131113.0,0.05944490630219734
4,103,18,18,29517.0,106091.0,0.27822341197651074
4,103,26,26,76574.0,106091.0,0.7217765880234893
4,104,12,12,456.0,100229.0,0.004549581458460126
4,104,25,25,84811.0,100229.0,0.8461722655119776
4,104,26,26,14962.0,100229.0,0.1492781530295623
4,105,12,12,108185.0,135319.0,0.7994812258441165
4,105,17,17,27134.0,135319.0,0.2005187741558835
4,106,17,17,93118.0,114036.0,0.8165666982356449
4,106,18,18,20918.0,114036.0,0.18343330176435513
4,107,17,17,100430.0,100430.0,1.0
4,108,18,18,83905.0,101048.0,0.8303479534478664
4,108,26,26,4946.0,101048.0,0.04894703507244082
4,108,27,27,12197.0,101048.0,0.12070501147969281
4,109,18,18,7228.0,102150.0,0.07075868820362212
4,109,26,26,94922.0,102150.0,0.9292413117963779
4,110,23,23,70030.0,116958.0,0.5987619487337335
4,110,24,24,33685.0,116958.0,0.28800937088527506
4,110,28,28,13243.0,116958.0,0.11322868038099147
4,111,1,1,453.0,104877.0,0.004319345519036586
4,111,23,23,98131.0,104877.0,0.9356770311889165
4,111,26,26,6293.0,104877.0,0.06000362329204687
4,112,1,1,18294.0,105478.0,0.17343901097859268
4,112,15,15,41894.0,105478.0,0.39718235082197234
4,112,23,23,45290.0,105478.0,0.42937863819943495
4,113,15,15,57171.0,102189.0,0.5594633473270118
4,113,28,28,45018.0,102189.0,0.4405366526729883
4,114,15,15,11459.0,103639.0,0.11056648558940167
4,114,20,20,25179.0,103639.0,0.24294908287420758
4,114,28,28,67001.0,103639.0,0.6464844315363908
4,115,15,15,11876.0,101757.0,0.11670941556846212
4,115,20,20,55696.0,101757.0,0.5473431803217469
4,115,28,28,34185.0,101757.0,0.33594740410979096
4,116,24,24,40218.0,100212.0,0.4013291821338762
4,116,28,28,27559.0,100212.0,0.27500698519139427
4,116,30,30,32435.0,100212.0,0.3236638326747296
4,117,24,24,68737.0,100444.0,0.6843315678387958
4,117,28,28,31707.0,100444.0,0.31566843216120427
4,118,24,24,64019.0,108714.0,0.5888753978328458
4,118,27,27,33916.0,108714.0,0.3119745386978678
4,118,30,30,10779.0,108714.0,0.09915006346928638
4,119,19,19,1909.0,105514.0,0.018092385844532478
4,119,26,26,8168.0,105514.0,0.07741152832799439
4,119,27,27,95437.0,105514.0,0.9044960858274731
4,120,18,18,77109.0,100182.0,0.7696891657183925
4,120,27,27,23073.0,100182.0,0.23031083428160748
4,121,19,19,78094.0,123745.0,0.6310881247727181
4,121,27,27,36578.0,123745.0,0.29559174108044767
4,121,30,30,9073.0,123745.0,0.07332013414683422
4,122,19,19,2375.0,104327.0,0.022764960173301256
4,122,29,29,51079.0,104327.0,0.4896048002913915
4,122,30,30,50873.0,104327.0,0.48763023953530726
4,123,19,19,45619.0,108404.0,0.4208239548356149
4,123,29,29,62785.0,108404.0,0.579176045164385
4,124,29,29,71212.0,100367.0,0.709516076001076
4,124,30,30,29155.0,100367.0,0.290483923998924
4,125,20,20,44741.0,101932.0,0.4389298748185065
4,125,30,30,57191.0,101932.0,0.5610701251814936
4,126,15,15,52.0,121841.0,0.0004267857289418176
4,126,20,20,61045.0,121841.0,0.5010218235241011
4,126,21,21,3.0,121841.0,2.462225359279717e-05
4,126,22,22,45758.0,121841.0,0.37555502663307094
4,126,30,30,14983.0,121841.0,0.12297174186029333
4,127,21,21,88010.0,113447.0,0.7757807610602308
4,127,22,22,22163.0,113447.0,0.19535994781704233
4,127,30,30,3274.0,113447.0,0.02885929112272691
4,128,15,15,71559.0,103065.0,0.6943094163877165
4,128,20,20,31506.0,103065.0,0.3056905836122835
4,129,1,1,49451.0,105818.0,0.46732124969286887
4,129,15,15,20930.0,105818.0,0.19779243606947777
4,129,21,21,2259.0,105818.0,0.021347974824699013
4,129,22,22,33178.0,105818.0,0.31353833941295434
4,130,21,21,89610.0,116222.0,0.7710244187847396
